pair common_neigh jaccard pref_attach adamic sp_3 class
3001-3111 0 0 0 0 0.0 0
3001-3112 0 0 0 0 0.0 0
3001-3113 0 0.0 0 0 0.0 0
3001-3114 0 0 0 0 0.0 0
3001-3115 0 0.0 0 0 0.0 0
3001-3116 0 0 0 0 0.0 0
3001-3117 0 0.0 0 0 0.0 0
3001-3118 0 0 0 0 0.0 0
3001-3119 0 0 0 0 0.0 0
3001-3120 0 0.0 0 0 0.0 0
3001-3121 0 0 0 0 0.0 0
3001-3122 0 0 0 0 0.0 0
3001-3123 0 0 0 0 0.0 0
3001-3124 0 0 0 0 0.0 0
3001-3125 0 0 0 0 0.0 0
3001-3126 0 0 0 0 0.0 0
3001-3127 0 0.0 0 0 0.0 0
3001-3128 0 0 0 0 0.0 0
3001-3129 0 0 0 0 0.0 0
3001-3130 0 0 0 0 0.0 0
3001-3131 0 0 0 0 0.0 0
3001-3132 0 0.0 0 0 0.0 0
3001-3133 0 0 0 0 0.0 0
3001-3134 0 0.0 0 0 0.0 0
3001-3135 0 0 0 0 0.0 0
3001-3136 0 0 0 0 0.0 0
3001-3137 0 0 0 0 0.0 0
3001-3138 0 0 0 0 0.0 0
3001-3139 0 0 0 0 0.0 0
3001-3140 0 0.0 0 0 0.0 0
3001-3141 0 0 0 0 0.0 0
3001-3142 0 0 0 0 0.0 0
3001-3143 0 0.0 0 0 0.0 0
3001-3144 0 0.0 0 0 0.0 0
3001-3145 0 0 0 0 0.0 0
3001-3146 0 0 0 0 0.0 0
3001-3147 0 0 0 0 0.0 0
3001-3148 0 0 0 0 0.0 0
3001-3149 0 0.0 0 0 0.0 0
3001-3150 0 0 0 0 0.0 0
3001-3151 0 0 0 0 0.0 0
3001-3152 0 0 0 0 0.0 0
3001-3153 0 0.0 0 0 0.0 0
3001-3154 0 0 0 0 0.0 0
3001-3155 0 0.0 0 0 0.0 0
3001-3156 0 0.0 0 0 0.0 0
3001-3157 0 0.0 0 0 0.0 0
3001-3158 0 0.0 0 0 0.0 0
3001-3159 0 0 0 0 0.0 0
3001-3160 0 0.0 0 0 0.0 0
3001-3161 0 0 0 0 0.0 0
3001-3162 0 0 0 0 0.0 0
3001-3163 0 0.0 0 0 0.0 0
3001-3164 0 0 0 0 0.0 0
3001-3165 0 0 0 0 0.0 0
3001-3166 0 0 0 0 0.0 0
3001-3167 0 0 0 0 0.0 0
3001-3168 0 0.0 0 0 0.0 0
3001-3169 0 0.0 0 0 0.0 0
3001-3170 0 0 0 0 0.0 0
3001-3171 0 0.0 0 0 0.0 0
3001-3172 0 0.0 0 0 0.0 0
3001-3173 0 0.0 0 0 0.0 0
3001-3174 0 0 0 0 0.0 0
3001-3175 0 0 0 0 0.0 0
3001-3176 0 0 0 0 0.0 0
3001-3177 0 0.0 0 0 0.0 0
3001-3178 0 0 0 0 0.0 0
3001-3179 0 0.0 0 0 0.0 0
3001-3180 0 0.0 0 0 0.0 0
3001-3181 0 0 0 0 0.0 0
3001-3182 0 0 0 0 0.0 0
3001-3183 0 0 0 0 0.0 0
3001-3184 0 0 0 0 0.0 0
3001-3185 0 0.0 0 0 0.0 0
3001-3186 0 0.0 0 0 0.0 0
3001-3187 0 0.0 0 0 0.0 0
3001-3188 0 0.0 0 0 0.0 0
3001-3189 0 0 0 0 0.0 0
3001-3190 0 0.0 0 0 0.0 0
3001-3191 0 0.0 0 0 0.0 0
3001-3192 0 0.0 0 0 0.0 0
3001-3193 0 0 0 0 0.0 0
3001-3194 0 0.0 0 0 0.0 0
3001-3195 0 0.0 0 0 0.0 0
3001-3196 0 0.0 0 0 0.0 0
3001-3197 0 0.0 0 0 0.0 0
3001-3198 0 0.0 0 0 0.0 0
3001-3199 0 0.0 0 0 0.0 0
3001-3200 0 0 0 0 0.0 0
3001-3201 0 0 0 0 0.0 0
3001-3202 0 0 0 0 0.0 0
3001-3203 0 0.0 0 0 0.0 0
3001-3204 0 0 0 0 0.0 0
3001-3205 0 0 0 0 0.0 0
3001-3206 0 0.0 0 0 0.0 0
3001-3207 0 0.0 0 0 0.0 0
3001-3208 0 0.0 0 0 0.0 0
3001-3209 0 0.0 0 0 0.0 0
3001-3210 0 0.0 0 0 0.0 0
3001-3211 0 0.0 0 0 0.0 0
3001-3212 0 0.0 0 0 0.0 0
3001-3213 0 0.0 0 0 0.0 0
3001-3214 0 0 0 0 0.0 0
3001-3215 0 0 0 0 0.0 0
3001-3216 0 0.0 0 0 0.0 0
3001-3217 0 0.0 0 0 0.0 0
3001-3218 0 0.0 0 0 0.0 0
3001-3219 0 0 0 0 0.0 0
3001-3220 0 0.0 0 0 0.0 0
3001-3221 0 0.0 0 0 0.0 0
3001-3222 0 0.0 0 0 0.0 0
3001-3223 0 0 0 0 0.0 0
3001-3224 0 0.0 0 0 0.0 0
3001-3225 0 0 0 0 0.0 0
3001-3226 0 0.0 0 0 0.0 0
3001-3227 0 0 0 0 0.0 0
3001-3228 0 0.0 0 0 0.0 0
3001-3229 0 0.0 0 0 0.0 0
3001-3230 0 0.0 0 0 0.0 0
3001-3231 0 0.0 0 0 0.0 0
3001-3232 0 0.0 0 0 0.0 0
3001-3233 0 0 0 0 0.0 0
3001-3234 0 0 0 0 0.0 0
3001-3235 0 0.0 0 0 0.0 0
3001-3236 0 0.0 0 0 0.0 0
3001-3237 0 0 0 0 0.0 0
3001-3238 0 0.0 0 0 0.0 0
3001-3239 0 0 0 0 0.0 0
3001-3240 0 0 0 0 0.0 0
3001-3241 0 0 0 0 0.0 0
3001-3242 0 0 0 0 0.0 0
3001-3243 0 0 0 0 0.0 0
3001-3244 0 0 0 0 0.0 0
3001-3245 0 0 0 0 0.0 0
3001-3246 0 0 0 0 0.0 0
3001-3247 0 0 0 0 0.0 0
3001-3248 0 0 0 0 0.0 0
3001-3249 0 0 0 0 0.0 0
3001-3250 0 0 0 0 0.0 0
3001-3251 0 0 0 0 0.0 0
3001-3252 0 0 0 0 0.0 0
3001-3253 0 0 0 0 0.0 0
3001-3254 0 0 0 0 0.0 0
3001-3255 0 0 0 0 0.0 0
3001-3256 0 0 0 0 0.0 0
3001-3257 0 0.0 0 0 0.0 0
3001-3258 0 0 0 0 0.0 0
3001-3259 0 0 0 0 0.0 0
3001-3260 0 0.0 0 0 0.0 0
3001-3261 0 0 0 0 0.0 0
3001-3262 0 0.0 0 0 0.0 0
3001-3263 0 0 0 0 0.0 0
3001-3264 0 0 0 0 0.0 0
3001-3265 0 0 0 0 0.0 0
3001-3266 0 0.0 0 0 0.0 0
3001-3267 0 0 0 0 0.0 0
3001-3268 0 0.0 0 0 0.0 0
3001-3269 0 0 0 0 0.0 0
3001-3270 0 0 0 0 0.0 0
3001-3271 0 0 0 0 0.0 0
3001-3272 0 0 0 0 0.0 0
3001-3273 0 0 0 0 0.0 0
3001-3274 0 0 0 0 0.0 0
3001-3275 0 0 0 0 0.0 0
3001-3276 0 0 0 0 0.0 0
3001-3277 0 0 0 0 0.0 0
3001-3278 0 0.0 0 0 0.0 0
3001-3279 0 0 0 0 0.0 0
3001-3280 0 0.0 0 0 0.0 0
3001-3281 0 0 0 0 0.0 0
3001-3282 0 0.0 0 0 0.0 0
3001-3283 0 0 0 0 0.0 0
3001-3284 0 0.0 0 0 0.0 0
3001-3285 0 0 0 0 0.0 0
3001-3286 0 0 0 0 0.0 0
3001-3287 0 0 0 0 0.0 0
3001-3288 0 0 0 0 0.0 0
3001-3289 0 0 0 0 0.0 0
3001-3290 0 0 0 0 0.0 0
3001-3291 0 0.0 0 0 0.0 0
3001-3292 0 0 0 0 0.0 0
3001-3293 0 0 0 0 0.0 0
3001-3294 0 0.0 0 0 0.0 0
3001-3295 0 0 0 0 0.0 0
3001-3296 0 0 0 0 0.0 0
3001-3297 0 0 0 0 0.0 0
3001-3298 0 0 0 0 0.0 0
3001-3299 0 0 0 0 0.0 0
3001-3300 0 0 0 0 0.0 0
3001-3301 0 0 0 0 0.0 0
3001-3302 0 0 0 0 0.0 0
3001-3303 0 0 0 0 0.0 0
3001-3304 0 0 0 0 0.0 0
3001-3305 0 0.0 0 0 0.0 0
3001-3306 0 0.0 0 0 0.0 0
3001-3307 0 0.0 0 0 0.0 0
3001-3308 0 0.0 0 0 0.0 0
3001-3309 0 0 0 0 0.0 0
3001-3310 0 0 0 0 0.0 0
3001-3311 0 0.0 0 0 0.0 0
3001-3312 0 0 0 0 0.0 0
3001-3313 0 0 0 0 0.0 0
3001-3314 0 0 0 0 0.0 0
3001-3315 0 0.0 0 0 0.0 0
3001-3316 0 0 0 0 0.0 0
3001-3317 0 0 0 0 0.0 0
3001-3318 0 0 0 0 0.0 0
3001-3319 0 0 0 0 0.0 0
3001-3320 0 0.0 0 0 0.0 0
3001-3321 0 0 0 0 0.0 0
3001-3322 0 0.0 0 0 0.0 0
3001-3323 0 0 0 0 0.0 0
3001-3324 0 0.0 0 0 0.0 0
3001-3325 0 0 0 0 0.0 0
3001-3326 0 0 0 0 0.0 0
3001-3327 0 0.0 0 0 0.0 0
3001-3328 0 0.0 0 0 0.0 0
3001-3329 0 0 0 0 0.0 0
3001-3330 0 0 0 0 0.0 0
3001-3331 0 0.0 0 0 0.0 0
3001-3332 0 0 0 0 0.0 0
3001-3333 0 0 0 0 0.0 0
3001-3334 0 0.0 0 0 0.0 0
3001-3335 0 0 0 0 0.0 0
3001-3336 0 0 0 0 0.0 0
3001-3337 0 0.0 0 0 0.0 0
3001-3338 0 0 0 0 0.0 0
3001-3339 0 0 0 0 0.0 0
3001-3340 0 0.0 0 0 0.0 0
3001-3341 0 0.0 0 0 0.0 0
3001-3342 0 0.0 0 0 0.0 0
3001-3343 0 0 0 0 0.0 0
3001-3344 0 0 0 0 0.0 0
3001-3345 0 0 0 0 0.0 0
3001-3346 0 0.0 0 0 0.0 0
3001-3347 0 0 0 0 0.0 0
3001-3348 0 0 0 0 0.0 0
3001-3349 0 0 0 0 0.0 0
3001-3350 0 0 0 0 0.0 0
3001-3351 0 0 0 0 0.0 0
3001-3352 0 0 0 0 0.0 0
3001-3353 0 0.0 0 0 0.0 0
3001-3354 0 0.0 0 0 0.0 0
3001-3355 0 0.0 0 0 0.0 0
3001-3356 0 0.0 0 0 0.0 0
3001-3357 0 0 0 0 0.0 0
3001-3358 0 0 0 0 0.0 0
3001-3359 0 0.0 0 0 0.0 0
3001-3360 0 0 0 0 0.0 0
3001-3361 0 0.0 0 0 0.0 0
3001-3362 0 0 0 0 0.0 0
3001-3363 0 0 0 0 0.0 0
3001-3364 0 0.0 0 0 0.0 0
3001-3365 0 0 0 0 0.0 0
3001-3366 0 0 0 0 0.0 0
3001-3367 0 0 0 0 0.0 0
3001-3368 0 0 0 0 0.0 0
3001-3369 0 0 0 0 0.0 0
3001-3370 0 0.0 0 0 0.0 0
3001-3371 0 0.0 0 0 0.0 0
3001-3372 0 0.0 0 0 0.0 0
3001-3373 0 0.0 0 0 0.0 0
3001-3374 0 0 0 0 0.0 0
3001-3375 0 0 0 0 0.0 0
3001-3376 0 0.0 0 0 0.0 0
3001-3377 0 0 0 0 0.0 0
3001-3378 0 0.0 0 0 0.0 0
3001-3379 0 0 0 0 0.0 0
3001-3380 0 0 0 0 0.0 0
3001-3381 0 0 0 0 0.0 0
3001-3382 0 0.0 0 0 0.0 0
3001-3383 0 0 0 0 0.0 0
3001-3384 0 0 0 0 0.0 0
3001-3385 0 0 0 0 0.0 0
3001-3386 0 0 0 0 0.0 0
3001-3387 0 0 0 0 0.0 0
3001-3388 0 0 0 0 0.0 0
3001-3389 0 0.0 0 0 0.0 0
3001-3390 0 0 0 0 0.0 0
3001-3391 0 0.0 0 0 0.0 0
3001-3392 0 0 0 0 0.0 0
3001-3393 0 0.0 0 0 0.0 0
3001-3394 0 0 0 0 0.0 0
3001-3395 0 0 0 0 0.0 0
3001-3396 0 0.0 0 0 0.0 0
