pair common_neigh jaccard pref_attach adamic sp_3 class
3019-3074 0 0.0 6 0 2.0 0
3019-3075 1 0.2 9 0.43429448190325176 5.0 0
3019-3076 0 0.0 6 0 1.0 0
3019-3077 0 0.0 9 0 4.0 0
3019-3102 0 0.0 27 0 1.0 0
3019-3534 0 0.0 15 0 2.0 0
3019-3597 1 0.16666666666666666 12 0.43429448190325176 3.0 0
3019-3728 0 0.0 27 0 2.0 0
3019-3936 0 0.0 6 0 2.0 0
3019-4000 0 0.0 3 0 2.0 0
3021-3018 0 0.0 10 0 3.0 0
3021-3019 0 0.0 6 0 1.0 0
3021-3025 0 0.0 14 0 3.0 0
3021-3026 1 0.045454545454545456 42 0.6213349345596119 4.0 0
3021-3028 0 0.0 8 0 3.0 0
3021-3029 0 0.0 6 0 1.0 0
3021-3031 0 0.0 6 0 2.0 0
3021-3043 1 0.125 14 0.6213349345596119 3.0 0
3021-3047 0 0.0 16 0 1.0 0
3021-3048 0 0.0 2 0 1.0 0
3021-3053 0 0.0 12 0 1.0 0
3021-3055 0 0.0 8 0 1.0 0
3021-3057 0 0.0 6 0 1.0 0
3021-3058 0 0.0 6 0 1.0 0
3021-3065 1 0.09090909090909091 20 0.6213349345596119 3.0 0
3021-3067 0 0.0 18 0 1.0 0
3021-3074 0 0.0 4 0 1.0 0
3021-3075 0 0.0 6 0 2.0 0
3021-3077 1 0.25 6 0.6213349345596119 2.0 0
3021-3078 0 0.0 8 0 1.0 0
3021-3534 0 0.0 10 0 1.0 0
3021-3597 0 0.0 8 0 1.0 0
3021-3728 0 0.0 18 0 1.0 0
3021-3936 0 0.0 4 0 1.0 0
3021-4000 0 0.0 2 0 1.0 0
3024-3018 0 0.0 20 0 3.0 0
3024-3019 0 0.0 12 0 1.0 0
3024-3025 1 0.1 28 1.4426950408889634 3.0 0
3024-3026 2 0.08695652173913043 84 1.897814654202382 4.0 0
3024-3028 0 0.0 16 0 2.0 0
3024-3029 0 0.0 12 0 2.0 0
3024-3031 0 0.0 12 0 2.0 0
3024-3032 1 0.16666666666666666 12 0.45511961331341866 1.0 0
3024-3039 0 0.0 4 0 1.0 0
3024-3043 0 0.0 28 0 3.0 0
3024-3047 1 0.09090909090909091 32 0.45511961331341866 3.0 0
3024-3048 0 0.0 4 0 2.0 0
3024-3053 0 0.0 24 0 2.0 0
3024-3055 0 0.0 16 0 3.0 0
3024-3057 0 0.0 12 0 2.0 0
3024-3058 0 0.0 12 0 2.0 0
3024-3062 0 0.0 16 0 1.0 0
3024-3063 1 0.16666666666666666 12 0.45511961331341866 1.0 0
3024-3064 0 0.0 20 0 2.0 0
3024-3065 0 0.0 40 0 4.0 0
3024-3076 0 0.0 8 0 1.0 0
3024-3077 0 0.0 12 0 2.0 0
3024-3078 0 0.0 16 0 1.0 0
3024-3081 0 0.0 48 0 2.0 0
3024-3098 0 0.0 12 0 1.0 0
3024-3100 0 0.0 136 0 3.0 0
3024-3117 0 0.0 12 0 1.0 0
3024-3127 0 0.0 12 0 1.0 0
3024-3140 0 0.0 28 0 1.0 0
3024-3153 0 0.0 8 0 1.0 0
3024-3169 0 0.0 32 0 1.0 0
3024-3171 0 0.0 12 0 1.0 0
3024-3173 0 0.0 20 0 1.0 0
3024-3177 0 0.0 8 0 1.0 0
3024-3180 0 0.0 12 0 1.0 0
3024-3194 0 0.0 48 0 1.0 0
3024-3195 0 0.0 32 0 1.0 0
3024-3199 0 0.0 4 0 1.0 0
3024-3207 0 0.0 24 0 1.0 0
3024-3216 0 0.0 8 0 1.0 0
3024-3218 0 0.0 56 0 3.0 0
3024-3220 0 0.0 32 0 1.0 0
3024-3221 0 0.0 40 0 1.0 0
3024-3228 0 0.0 40 0 1.0 0
3024-3409 0 0.0 36 0 1.0 0
3024-3439 0 0.0 20 0 1.0 0
3024-3451 0 0.0 16 0 1.0 0
3024-3459 0 0.0 20 0 1.0 0
3024-3466 0 0.0 4 0 1.0 0
3024-3479 0 0.0 232 0 1.0 0
3024-3483 0 0.0 60 0 1.0 0
3024-3488 0 0.0 12 0 1.0 0
3024-3492 0 0.0 48 0 2.0 0
3024-3509 0 0.0 28 0 1.0 0
3024-3512 0 0.0 28 0 1.0 0
3024-3514 0 0.0 24 0 1.0 0
3024-3515 0 0.0 52 0 1.0 0
3024-3516 0 0.0 16 0 1.0 0
3024-3517 0 0.0 80 0 2.0 0
3024-3520 0 0.0 44 0 1.0 0
3024-3522 0 0.0 12 0 1.0 0
3024-3524 1 0.02040816326530612 184 0.45511961331341866 2.0 0
3024-3525 0 0.0 12 0 1.0 0
3024-3527 0 0.0 60 0 1.0 0
3024-3534 0 0.0 20 0 4.0 0
3024-3535 0 0.0 16 0 1.0 0
3024-3538 1 0.1111111111111111 24 0.45511961331341866 3.0 0
3024-3546 0 0.0 4 0 1.0 0
3024-3549 0 0.0 12 0 1.0 0
3024-3552 1 0.05 68 0.45511961331341866 1.0 0
3024-3555 0 0.0 60 0 2.0 0
3024-3558 0 0.0 56 0 1.0 0
3024-3559 0 0.0 28 0 1.0 0
3024-3561 0 0.0 16 0 1.0 0
3024-3571 0 0.0 16 0 1.0 0
3024-3592 0 0.0 8 0 1.0 0
3024-3597 1 0.14285714285714285 16 0.45511961331341866 1.0 0
3024-3649 0 0.0 12 0 1.0 0
3024-3666 0 0.0 40 0 1.0 0
3024-3686 0 0.0 8 0 1.0 0
3024-3696 0 0.0 68 0 3.0 0
3024-3728 0 0.0 36 0 3.0 0
3024-3731 0 0.0 8 0 1.0 0
3024-3740 0 0.0 64 0 1.0 0
3024-3777 0 0.0 16 0 1.0 0
3024-3791 0 0.0 24 0 1.0 0
3024-3793 0 0.0 36 0 1.0 0
3024-3797 0 0.0 12 0 1.0 0
3024-3804 1 0.05263157894736842 64 1.4426950408889634 2.0 0
3024-3825 0 0.0 36 0 2.0 0
3024-3829 0 0.0 4 0 1.0 0
3024-3832 0 0.0 4 0 1.0 0
3024-3841 0 0.0 8 0 1.0 0
3024-3849 0 0.0 96 0 1.0 0
3024-3888 0 0.0 4 0 1.0 0
3024-3900 0 0.0 60 0 1.0 0
3024-3913 0 0.0 8 0 1.0 0
3024-3936 0 0.0 8 0 2.0 0
3024-3949 0 0.0 20 0 1.0 0
3024-3961 0 0.0 8 0 1.0 0
3024-3984 0 0.0 8 0 1.0 0
3024-3995 0 0.0 4 0 1.0 0
3024-4000 0 0.0 4 0 2.0 0
3025-3018 3 0.3333333333333333 35 1.2766515630260535 14.0 0
3025-3021 0 0.0 14 0 3.0 0
3025-3024 1 0.1 28 1.4426950408889634 3.0 0
3025-3028 2 0.2222222222222222 28 0.7627532206563028 11.0 0
3025-3029 2 0.25 21 1.0498062591975328 8.0 0
3025-3031 2 0.25 21 0.7627532206563028 10.0 0
3025-3032 0 0.0 21 0 1.0 0
3025-3037 0 0.0 7 0 1.0 0
3025-3039 0 0.0 7 0 1.0 0
3025-3040 1 0.1111111111111111 21 0.7213475204444817 3.0 0
3025-3046 0 0.0 7 0 1.0 0
3025-3047 1 0.07142857142857142 56 0.3284587387530511 5.0 0
3025-3048 1 0.14285714285714285 7 0.3284587387530511 4.0 0
3025-3049 0 0.0 7 0 1.0 0
3025-3053 1 0.08333333333333333 42 0.3284587387530511 5.0 0
3025-3057 1 0.1111111111111111 21 0.3284587387530511 4.0 0
3025-3058 1 0.1111111111111111 21 0.3284587387530511 4.0 0
3025-3060 0 0.0 14 0 1.0 0
3025-3063 0 0.0 21 0 4.0 0
3025-3064 3 0.3333333333333333 35 1.2766515630260535 12.0 0
3025-3067 1 0.06666666666666667 63 0.3284587387530511 7.0 0
3025-3071 1 0.1111111111111111 21 0.7213475204444817 3.0 0
3025-3074 1 0.125 14 0.3284587387530511 5.0 0
3025-3075 2 0.25 21 0.9481928242730024 8.0 0
3025-3076 0 0.0 14 0 1.0 0
3025-3077 1 0.1111111111111111 21 0.3284587387530511 9.0 0
3025-3078 3 0.375 28 2.1454850894410695 7.0 0
3025-3100 0 0.0 238 0 1.0 0
3025-3102 1 0.06666666666666667 63 0.7213475204444817 1.0 0
3025-3169 0 0.0 56 0 1.0 0
3025-3194 0 0.0 84 0 1.0 0
3025-3198 0 0.0 35 0 1.0 0
3025-3218 0 0.0 98 0 1.0 0
3025-3221 0 0.0 70 0 1.0 0
3025-3222 0 0.0 119 0 2.0 0
3025-3278 0 0.0 42 0 1.0 0
