pair common_neigh jaccard pref_attach adamic sp_3 class
3065-3019 1 0.08333333333333333 30 0.5138983423697507 16.0 1
3065-3025 3 0.21428571428571427 70 1.7525963077496391 29.0 1
3065-3026 6 0.24 210 3.902053300930044 52.0 1
3065-3028 2 0.16666666666666666 40 1.2386979653798884 23.0 1
3065-3031 2 0.18181818181818182 30 1.0498062591975328 20.0 1
3065-3043 5 0.4166666666666667 70 2.9952661768688627 32.0 1
3065-3064 2 0.15384615384615385 50 0.8423570811228018 27.0 1
3065-3075 1 0.08333333333333333 30 0.5138983423697507 17.0 1
3065-3597 1 0.07692307692307693 40 0.6213349345596119 17.0 1
3067-3024 0 0.0 36 0 13.0 1
3067-3026 1 0.034482758620689655 189 0.48089834696298783 36.0 1
3067-3032 0 0.0 27 0 11.0 1
3067-3047 1 0.0625 72 0.3284587387530511 21.0 1
3067-3063 0 0.0 27 0 11.0 1
3067-3524 1 0.018518518518518517 414 0.5581106265512472 65.0 1
3067-3538 1 0.07142857142857142 54 0.2611892565642242 16.0 1
3067-3552 0 0.0 153 0 29.0 1
3067-3597 0 0.0 36 0 14.0 1
3070-3021 0 0.0 2 0 2.0 1
3071-3062 0 0.0 12 0 6.0 1
3071-3075 0 0.0 9 0 5.0 1
3071-3076 0 0.0 6 0 4.0 1
3074-3024 0 0.0 8 0 6.0 1
3074-3026 0 0.0 42 0 23.0 1
3075-3043 1 0.1111111111111111 21 0.43429448190325176 14.0 1
3075-3065 1 0.08333333333333333 30 0.5138983423697507 17.0 1
3075-3071 0 0.0 9 0 5.0 1
3076-3063 0 0.0 6 0 4.0 1
3076-3071 0 0.0 6 0 4.0 1
3077-3026 2 0.09090909090909091 63 1.3426824550040934 29.0 1
3077-3028 1 0.16666666666666666 12 0.3284587387530511 11.0 1
3077-3064 1 0.14285714285714285 15 0.3284587387530511 12.0 1
3078-3019 0 0.0 12 0 9.0 1
3078-3043 0 0.0 28 0 14.0 1
3078-3055 0 0.0 16 0 10.0 1
3078-3063 0 0.0 12 0 6.0 1
3081-3100 5 0.12195121951219512 408 2.065436034164563 95.0 1
3081-3144 0 0.0 24 0 16.0 1
3081-3157 0 0.0 24 0 13.0 1
3081-3194 2 0.09090909090909091 144 0.5949974572595582 39.0 1
3081-3228 1 0.047619047619047616 120 0.2611892565642242 35.0 1
3081-3451 2 0.14285714285714285 48 0.5447677486155575 30.0 1
3081-3459 2 0.13333333333333333 60 0.713629884087002 24.0 1
3081-3483 3 0.125 180 0.8785759493108916 46.0 1
3081-3517 3 0.10344827586206896 240 1.032888234014924 47.0 1
3081-3524 7 0.13725490196078433 552 2.897683796409862 104.0 1
3081-3696 4 0.16 204 1.5267764433974103 62.0 1
3081-3804 3 0.12 192 1.2578695504757065 46.0 1
3088-3110 0 0.0 2 0 2.0 1
3098-3194 1 0.07142857142857142 36 0.2611892565642242 19.0 1
3098-3224 0 0.0 3 0 3.0 1
3098-3524 1 0.020833333333333332 138 0.40242960438184466 53.0 1
3100-3047 3 0.07692307692307693 272 1.134308909936557 66.0 1
3100-3081 5 0.12195121951219512 408 2.065436034164563 95.0 1
3100-3107 0 0.0 68 0 35.0 1
3100-3115 0 0.0 34 0 34.0 1
3100-3117 1 0.027777777777777776 102 0.2611892565642242 56.0 1
3100-3160 0 0.0 34 0 34.0 1
3100-3163 0 0.0 34 0 34.0 1
3100-3173 2 0.05405405405405406 170 0.713629884087002 55.0 1
3100-3216 1 0.02857142857142857 68 0.2611892565642242 50.0 1
3100-3218 5 0.11627906976744186 476 2.4300329818005366 83.0 1
3100-3221 3 0.07317073170731707 340 1.0744069201574271 70.0 1
3100-3222 3 0.0625 578 1.2302500550174493 67.0 1
3100-3404 0 0.0 102 0 41.0 1
3100-3409 3 0.075 306 1.01657498481083 87.0 1
3100-3451 3 0.08571428571428572 136 1.1187384742594877 61.0 1
3100-3458 2 0.043478260869565216 476 0.7872506057680129 69.0 1
3100-3478 2 0.047619047619047616 340 0.7872506057680129 64.0 1
3100-3483 2 0.0425531914893617 510 0.6636188609460689 82.0 1
3100-3491 2 0.046511627906976744 374 0.7318793055547124 62.0 1
3100-3492 3 0.06976744186046512 408 1.1972072168406307 77.0 1
3100-3504 1 0.027777777777777776 102 0.3789231816899512 43.0 1
3100-3524 15 0.23076923076923078 1564 8.93175603996094 165.0 1
3100-3582 1 0.024390243902439025 272 0.36067376022224085 53.0 1
3100-3666 2 0.047619047619047616 340 0.621863016786465 69.0 1
3100-3696 13 0.34210526315789475 578 7.485001370064899 106.0 1
3100-3740 6 0.13636363636363635 544 2.4395774359220623 102.0 1
3100-3804 4 0.08695652173913043 544 1.755643844496169 86.0 1
3100-3825 4 0.10256410256410256 306 1.6961666610957078 87.0 1
3100-3900 3 0.06521739130434782 510 1.069264993742404 95.0 1
3100-3905 1 0.027777777777777776 102 0.35295612386476116 52.0 1
3100-3917 1 0.027777777777777776 102 0.35295612386476116 50.0 1
3100-3928 3 0.075 306 1.082899257155857 69.0 1
3100-3939 1 0.02857142857142857 68 0.35295612386476116 48.0 1
3100-3984 1 0.02857142857142857 68 0.2611892565642242 50.0 1
3101-3895 1 0.3333333333333333 4 0.9102392266268373 4.0 1
3101-3997 1 0.25 6 1.4426950408889634 5.0 1
3102-3046 0 0.0 9 0 9.0 1
3102-3062 0 0.0 36 0 12.0 1
3102-3222 0 0.0 153 0 26.0 1
3102-3278 0 0.0 54 0 14.0 1
3102-3376 0 0.0 63 0 17.0 1
3102-3408 0 0.0 9 0 9.0 1
3102-3494 0 0.0 18 0 11.0 1
3102-3737 0 0.0 18 0 10.0 1
3102-3847 0 0.0 9 0 9.0 1
3106-3107 0 0.0 2 0 2.0 1
3107-3100 0 0.0 68 0 35.0 1
3107-3106 0 0.0 2 0 2.0 1
3110-3088 0 0.0 2 0 2.0 1
3110-3158 0 0.0 2 0 2.0 1
3113-3194 0 0.0 72 0 22.0 1
3113-3211 0 0.0 6 0 6.0 1
3113-3222 0 0.0 102 0 27.0 1
3113-3230 0 0.0 42 0 17.0 1
3113-3547 0 0.0 54 0 16.0 1
3113-3958 0 0.0 12 0 8.0 1
3115-3100 0 0.0 34 0 34.0 1
3117-3100 1 0.027777777777777776 102 0.2611892565642242 56.0 1
3117-3479 1 0.016666666666666666 174 0.2611892565642242 72.0 1
3117-3524 2 0.0425531914893617 138 0.5298570378658278 70.0 1
3120-3479 1 0.01694915254237288 116 0.43429448190325176 67.0 1
3120-3745 1 0.09090909090909091 20 0.24627854581449443 19.0 1
3127-3207 0 0.0 18 0 9.0 1
3127-3268 0 0.0 3 0 3.0 1
3127-3538 0 0.0 18 0 9.0 1
3132-3462 0 0.0 2 0 2.0 1
3134-3149 0 0.0 1 0 1.0 1
3140-3032 0 0.0 21 0 10.0 1
3140-3458 0 0.0 98 0 22.0 1
3140-3582 2 0.15384615384615385 56 1.011206179810892 20.0 1
3140-3682 0 0.0 28 0 12.0 1
3140-3710 1 0.05263157894736842 91 0.48089834696298783 28.0 1
3140-3784 0 0.0 21 0 10.0 1
3140-3942 1 0.09090909090909091 35 0.48089834696298783 16.0 1
3143-3512 0 0.0 7 0 7.0 1
3144-3081 0 0.0 24 0 16.0 1
3144-3900 0 0.0 30 0 19.0 1
3149-3134 0 0.0 1 0 1.0 1
3153-3231 0 0.0 10 0 6.0 1
3153-3804 0 0.0 32 0 17.0 1
3155-3232 0 0.0 8 0 8.0 1
3156-3968 0 0.0 1 0 1.0 1
3157-3081 0 0.0 24 0 13.0 1
3157-3206 0 0.0 6 0 4.0 1
3158-3110 0 0.0 2 0 2.0 1
3160-3100 0 0.0 34 0 34.0 1
3163-3100 0 0.0 34 0 34.0 1
3168-3210 0 0.0 11 0 11.0 1
3169-3047 0 0.0 64 0 16.0 1
3169-3195 0 0.0 64 0 16.0 1
3169-3221 0 0.0 80 0 20.0 1
3169-3232 0 0.0 64 0 16.0 1
3169-3278 0 0.0 48 0 13.0 1
3169-3308 0 0.0 16 0 9.0 1
3169-3670 0 0.0 8 0 8.0 1
3169-3797 0 0.0 24 0 10.0 1
3171-3210 0 0.0 33 0 16.0 1
3171-3221 1 0.08333333333333333 30 0.2611892565642242 16.0 1
3171-3524 1 0.020833333333333332 138 0.43429448190325176 53.0 1
3172-3206 0 0.0 3 0 3.0 1
3173-3100 2 0.05405405405405406 170 0.713629884087002 55.0 1
3173-3209 0 0.0 20 0 9.0 1
3173-3229 0 0.0 10 0 6.0 1
3173-3696 2 0.1 85 0.6442522522735743 39.0 1
3173-3804 2 0.10526315789473684 80 0.6365346159160945 28.0 1
3177-3210 0 0.0 22 0 14.0 1
3177-3524 0 0.0 92 0 49.0 1
3179-3222 0 0.0 51 0 20.0 1
3179-3440 0 0.0 9 0 5.0 1
3179-3483 0 0.0 45 0 18.0 1
3180-3220 0 0.0 24 0 12.0 1
3180-3305 0 0.0 6 0 4.0 1
3180-3524 0 0.0 138 0 50.0 1
3185-3207 0 0.0 6 0 6.0 1
3186-3372 0 0.0 6 0 4.0 1
3186-3493 0 0.0 2 0 2.0 1
3187-3210 0 0.0 11 0 11.0 1
3188-3210 0 0.0 11 0 11.0 1
3190-3206 0 0.0 6 0 4.0 1
3190-3230 0 0.0 14 0 8.0 1
3191-3009 0 0.0 4 0 4.0 1
3192-3218 0 0.0 28 0 18.0 1
3192-3222 0 0.0 34 0 21.0 1
3194-3081 2 0.09090909090909091 144 0.5949974572595582 39.0 1
3194-3098 1 0.07142857142857142 36 0.2611892565642242 19.0 1
3194-3113 0 0.0 72 0 22.0 1
3194-3220 0 0.0 96 0 22.0 1
3194-3376 1 0.05555555555555555 84 0.43429448190325176 21.0 1
3194-3428 1 0.07142857142857142 36 0.3789231816899512 15.0 1
3194-3458 1 0.04 168 0.9102392266268373 41.0 1
3194-3478 1 0.047619047619047616 120 0.5138983423697507 37.0 1
3194-3517 2 0.06666666666666667 240 0.6636188609460689 46.0 1
3194-3524 5 0.09433962264150944 552 3.7105070071525916 78.0 1
3194-3534 1 0.0625 60 0.2611892565642242 22.0 1
3194-3841 1 0.07692307692307693 24 0.2611892565642242 18.0 1
3195-3169 0 0.0 64 0 16.0 1
3195-3209 0 0.0 32 0 11.0 1
3195-3230 0 0.0 56 0 15.0 1
3195-3327 0 0.0 8 0 8.0 1
3195-3373 0 0.0 8 0 8.0 1
3195-3491 0 0.0 88 0 22.0 1
3195-3524 0 0.0 368 0 59.0 1
3195-3792 0 0.0 8 0 8.0 1
3196-3210 0 0.0 11 0 11.0 1
3197-3203 0 0.0 1 0 1.0 1
3198-3218 1 0.05555555555555555 70 0.4170323914242463 24.0 1
3198-3238 0 0.0 10 0 6.0 1
3198-3409 0 0.0 45 0 17.0 1
3198-3491 1 0.06666666666666667 55 0.3789231816899512 19.0 1
3198-3534 0 0.0 25 0 11.0 1
3199-3804 0 0.0 16 0 16.0 1
3203-3197 0 0.0 1 0 1.0 1
3206-3157 0 0.0 6 0 4.0 1
3206-3172 0 0.0 3 0 3.0 1
3206-3190 0 0.0 6 0 4.0 1
3207-3127 0 0.0 18 0 9.0 1
3207-3185 0 0.0 6 0 6.0 1
3207-3491 0 0.0 66 0 20.0 1
3207-3524 0 0.0 276 0 56.0 1
3207-3700 0 0.0 6 0 6.0 1
3207-3953 0 0.0 12 0 7.0 1
3208-3232 0 0.0 8 0 8.0 1
3209-3173 0 0.0 20 0 9.0 1
3209-3195 0 0.0 32 0 11.0 1
3209-3447 0 0.0 44 0 15.0 1
3209-3521 0 0.0 8 0 5.0 1
3210-3168 0 0.0 11 0 11.0 1
3210-3171 0 0.0 33 0 16.0 1
3210-3177 0 0.0 22 0 14.0 1
3210-3187 0 0.0 11 0 11.0 1
3210-3188 0 0.0 11 0 11.0 1
3210-3196 0 0.0 11 0 11.0 1
3210-3217 1 0.08333333333333333 22 0.48089834696298783 14.0 1
3210-3218 2 0.08695652173913043 154 0.9947966893327386 32.0 1
3210-3220 2 0.11764705882352941 88 1.8216182225789146 23.0 1
3210-3229 0 0.0 22 0 12.0 1
3210-3559 1 0.058823529411764705 77 0.3789231816899512 21.0 1
3211-3113 0 0.0 6 0 6.0 1
3212-3492 0 0.0 12 0 12.0 1
3213-3483 0 0.0 15 0 15.0 1
3216-3100 1 0.02857142857142857 68 0.2611892565642242 50.0 1
3216-3524 1 0.02127659574468085 92 0.2835784920513334 62.0 1
3217-3210 1 0.08333333333333333 22 0.48089834696298783 14.0 1
3217-3220 1 0.1111111111111111 16 0.4170323914242463 11.0 1
3218-3047 1 0.047619047619047616 112 0.2835784920513334 32.0 1
3218-3100 5 0.11627906976744186 476 2.4300329818005366 83.0 1
3218-3192 0 0.0 28 0 18.0 1
3218-3198 1 0.05555555555555555 70 0.4170323914242463 24.0 1
3218-3210 2 0.08695652173913043 154 0.9947966893327386 32.0 1
3218-3220 3 0.15789473684210525 112 1.6879453782733247 31.0 1
3218-3228 1 0.043478260869565216 140 0.2611892565642242 34.0 1
3218-3491 3 0.13636363636363635 154 1.418811768980696 39.0 1
3218-3504 2 0.13333333333333333 42 0.7644768390143213 24.0 1
3218-3524 2 0.034482758620689655 644 0.7178729739545852 98.0 1
3218-3559 2 0.10526315789473684 98 0.8340647828484926 28.0 1
3218-3804 2 0.07142857142857142 224 0.7644768390143213 47.0 1
3218-3860 0 0.0 42 0 17.0 1
3218-3915 0 0.0 28 0 15.0 1
3220-3180 0 0.0 24 0 12.0 1
3220-3194 0 0.0 96 0 22.0 1
3220-3210 2 0.11764705882352941 88 1.8216182225789146 23.0 1
3220-3217 1 0.1111111111111111 16 0.4170323914242463 11.0 1
3220-3218 3 0.15789473684210525 112 1.6879453782733247 31.0 1
3220-3488 1 0.1 24 0.36067376022224085 12.0 1
3220-3504 1 0.1 24 0.3789231816899512 15.0 1
3220-3804 2 0.09090909090909091 128 1.2891624083167885 30.0 1
3221-3053 0 0.0 60 0 15.0 1
3221-3100 3 0.07317073170731707 340 1.0744069201574271 70.0 1
3221-3169 0 0.0 80 0 20.0 1
3221-3171 1 0.08333333333333333 30 0.2611892565642242 16.0 1
3221-3228 1 0.05263157894736842 100 0.2611892565642242 31.0 1
3221-3458 1 0.043478260869565216 140 0.2835784920513334 36.0 1
3221-3478 1 0.05263157894736842 100 0.2835784920513334 32.0 1
3221-3524 3 0.05660377358490566 460 1.6281122005814224 80.0 1
3221-3559 0 0.0 70 0 21.0 1
3221-3856 0 0.0 10 0 10.0 1
3222-3100 3 0.0625 578 1.2302500550174493 67.0 1
3222-3102 0 0.0 153 0 26.0 1
3222-3113 0 0.0 102 0 27.0 1
3222-3179 0 0.0 51 0 20.0 1
3222-3192 0 0.0 34 0 21.0 1
3222-3228 0 0.0 170 0 36.0 1
3222-3400 0 0.0 17 0 17.0 1
3222-3439 0 0.0 85 0 25.0 1
3222-3458 1 0.03333333333333333 238 0.2835784920513334 46.0 1
3222-3478 1 0.038461538461538464 170 0.2835784920513334 43.0 1
3222-3491 1 0.037037037037037035 187 0.2835784920513334 33.0 1
3222-3619 0 0.0 34 0 18.0 1
3222-3622 0 0.0 34 0 20.0 1
3222-3686 0 0.0 34 0 19.0 1
3222-3728 0 0.0 153 0 29.0 1
3222-3927 0 0.0 34 0 19.0 1
3222-3972 0 0.0 17 0 17.0 1
3224-3098 0 0.0 3 0 3.0 1
3226-3230 0 0.0 28 0 14.0 1
3226-3238 0 0.0 8 0 5.0 1
3226-3423 1 0.125 20 0.4170323914242463 13.0 1
3226-3447 1 0.07142857142857142 44 0.6213349345596119 19.0 1
3228-3081 1 0.047619047619047616 120 0.2611892565642242 35.0 1
3228-3218 1 0.043478260869565216 140 0.2611892565642242 34.0 1
3228-3221 1 0.05263157894736842 100 0.2611892565642242 31.0 1
3228-3222 0 0.0 170 0 36.0 1
3228-3232 0 0.0 80 0 20.0 1
3228-3341 0 0.0 10 0 10.0 1
3228-3524 3 0.05660377358490566 460 1.2156472679750476 70.0 1
3228-3547 0 0.0 90 0 19.0 1
3228-3870 0 0.0 20 0 11.0 1
3228-3918 0 0.0 10 0 10.0 1
3229-3173 0 0.0 10 0 6.0 1
3229-3210 0 0.0 22 0 12.0 1
3230-3113 0 0.0 42 0 17.0 1
3230-3190 0 0.0 14 0 8.0 1
3230-3195 0 0.0 56 0 15.0 1
3230-3226 0 0.0 28 0 14.0 1
3230-3458 0 0.0 98 0 33.0 1
3230-3478 0 0.0 70 0 29.0 1
3230-3517 0 0.0 140 0 30.0 1
3231-3153 0 0.0 10 0 6.0 1
3231-3512 0 0.0 35 0 11.0 1
3231-3558 0 0.0 70 0 18.0 1
3231-3732 0 0.0 5 0 5.0 1
3231-3953 0 0.0 10 0 6.0 1
3232-3155 0 0.0 8 0 8.0 1
3232-3169 0 0.0 64 0 16.0 1
3232-3208 0 0.0 8 0 8.0 1
3232-3228 0 0.0 80 0 20.0 1
3232-3236 0 0.0 8 0 8.0 1
3232-3340 0 0.0 8 0 8.0 1
3232-3376 0 0.0 56 0 15.0 1
3232-3483 0 0.0 120 0 25.0 1
3235-3280 0 0.0 1 0 1.0 1
3236-3232 0 0.0 8 0 8.0 1
3238-3198 0 0.0 10 0 6.0 1
3238-3226 0 0.0 8 0 5.0 1
3257-3278 0 0.0 6 0 6.0 1
3260-3278 0 0.0 6 0 6.0 1
3262-3278 0 0.0 6 0 6.0 1
3266-3547 0 0.0 9 0 9.0 1
3268-3127 0 0.0 3 0 3.0 1
3278-3102 0 0.0 54 0 14.0 1
3278-3169 0 0.0 48 0 13.0 1
3278-3257 0 0.0 6 0 6.0 1
3278-3260 0 0.0 6 0 6.0 1
3278-3262 0 0.0 6 0 6.0 1
3278-3649 0 0.0 18 0 8.0 1
3280-3235 0 0.0 1 0 1.0 1
3282-3294 0 0.0 1 0 1.0 1
3284-3346 0 0.0 1 0 1.0 1
3291-3306 0 0.0 2 0 2.0 1
3294-3282 0 0.0 1 0 1.0 1
3305-3180 0 0.0 6 0 4.0 1
3305-3376 0 0.0 14 0 8.0 1
3306-3291 0 0.0 2 0 2.0 1
3306-3308 0 0.0 4 0 3.0 1
3307-3404 0 0.0 6 0 4.0 1
3307-3545 0 0.0 4 0 3.0 1
3308-3169 0 0.0 16 0 9.0 1
3308-3306 0 0.0 4 0 3.0 1
3311-3472 0 0.0 1 0 1.0 1
3315-3814 0 0.0 1 0 1.0 1
3320-3324 0 0.0 2 0 2.0 1
3322-3334 0 0.0 1 0 1.0 1
3324-3320 0 0.0 2 0 2.0 1
3324-3331 0 0.0 2 0 2.0 1
3327-3195 0 0.0 8 0 8.0 1
3328-3337 0 0.0 1 0 1.0 1
3331-3324 0 0.0 2 0 2.0 1
3334-3322 0 0.0 1 0 1.0 1
3337-3328 0 0.0 1 0 1.0 1
3340-3232 0 0.0 8 0 8.0 1
3341-3228 0 0.0 10 0 10.0 1
3342-3353 0 0.0 1 0 1.0 1
3346-3284 0 0.0 1 0 1.0 1
3353-3342 0 0.0 1 0 1.0 1
3354-3770 1 0.25 6 0.31465798044412485 6.0 1
3354-3849 1 0.04 48 0.9102392266268373 27.0 1
3355-3539 0 0.0 5 0 5.0 1
3356-3479 0 0.0 116 0 59.0 1
3356-3484 0 0.0 2 0 2.0 1
3359-3440 0 0.0 6 0 4.0 1
3359-3446 0 0.0 2 0 2.0 1
3361-3413 1 0.08333333333333333 30 0.40242960438184466 16.0 1
3361-3492 1 0.07142857142857142 36 0.43429448190325176 18.0 1
3361-3603 0 0.0 3 0 3.0 1
3364-3547 0 0.0 9 0 9.0 1
3370-3573 0 0.0 16 0 16.0 1
3370-3602 1 0.1 24 0.31465798044412485 21.0 1
3370-3745 2 0.125 80 0.9481928242730024 37.0 1
3370-3766 1 0.1 24 0.43429448190325176 21.0 1
3370-3808 1 0.07692307692307693 48 0.31465798044412485 25.0 1
3370-3849 4 0.14285714285714285 192 2.416542677451087 52.0 1
3370-3883 3 0.25 56 1.1832469442506284 33.0 1
3370-3974 4 0.2857142857142857 80 2.1730900313439645 36.0 1
3371-3458 0 0.0 28 0 16.0 1
3371-3849 0 0.0 48 0 26.0 1
3372-3016 0 0.0 9 0 5.0 1
3372-3186 0 0.0 6 0 4.0 1
3372-3447 0 0.0 33 0 13.0 1
3373-3195 0 0.0 8 0 8.0 1
3376-3102 0 0.0 63 0 17.0 1
3376-3194 1 0.05555555555555555 84 0.43429448190325176 21.0 1
3376-3232 0 0.0 56 0 15.0 1
3376-3305 0 0.0 14 0 8.0 1
3376-3389 1 0.125 14 0.45511961331341866 10.0 1
3376-3414 2 0.14285714285714285 63 1.876989522792215 21.0 1
3376-3478 2 0.13333333333333333 70 0.8575492176952633 20.0 1
3378-3413 2 0.16666666666666666 40 0.7716989774506997 23.0 1
3378-3414 2 0.18181818181818182 36 0.7716989774506997 20.0 1
3378-3483 2 0.11764705882352941 60 0.8894140952166705 24.0 1
3378-3492 2 0.14285714285714285 48 0.8894140952166705 25.0 1
3382-3396 0 0.0 1 0 1.0 1
3389-3376 1 0.125 14 0.45511961331341866 10.0 1
3389-3414 1 0.1 18 0.5138983423697507 12.0 1
3391-3480 0 0.0 1 0 1.0 1
3393-3479 0 0.0 58 0 58.0 1
