pair common_neigh jaccard pref_attach adamic sp_3 class
9-2087 0 0.0 6 0 0.0 0
3-2233 0 0.0 13 0 0.0 0
480-1550 6 0.0202702702703 3201 1.16087824914 1008.0 1
384-1460 1 0.0045045045045 876 0.15932082198 364.0 1
124-1665 1 0.00187617260788 1064 0.285999667503 547.0 1
2-399 1 0.0142857142857 268 0.147200262794 94.0 0
4-321 2 0.00909090909091 440 0.382048905074 73.0 0
514-2246 55 0.273631840796 16188 14.4320341998 2376.0 1
9-497 0 0.0 4 0 0.0 0
470-1048 9 0.0445544554455 2758 1.82257623594 999.0 1
4-657 0 0.0 220 0 10.0 0
1-2961 0 0.0 23 0 1.0 0
940-1496 3 0.0192307692308 2288 0.590734454661 652.0 1
3-1855 0 0.0 1 0 0.0 0
140-2980 0 0.0 197 0 197.0 1
10-1089 0 0.0 98 0 0.0 0
28-2202 3 0.020979020979 568 1.06221849986 209.0 1
1-638 1 0.0416666666667 46 0.194935622626 2.0 0
3-152 0 0.0 3 0 0.0 0
6-323 0 0.0 3 0 0.0 0
5-970 0 0.0 507 0 1.0 0
10-740 0 0.0 4 0 0.0 0
7-1900 0 0.0 13 0 0.0 0
363-1602 36 0.0401337792642 36572 7.74781739645 5372.0 1
9-2787 0 0.0 5 0 0.0 0
395-1191 0 0.0 1600 0 595.0 1
312-1924 1 0.00925925925926 714 0.185560714374 278.0 1
5-1455 0 0.0 6422 0 147.0 0
701-834 38 0.209944751381 10934 8.08603940944 2911.0 1
2-2412 1 0.012987012987 737 0.147200262794 71.0 0
888-311 22 0.095652173913 11115 4.57018141075 1800.0 1
33-2794 14 0.0262664165103 7980 3.53143615649 1801.0 1
9-1176 0 0.0 6 0 0.0 0
72-2128 0 0.0 299 0 299.0 1
106-156 64 0.101748807631 55292 13.767747609 8316.0 1
2-1011 4 0.040404040404 2412 0.65778633892 419.0 0
4-1669 3 0.0135135135135 1100 0.52110950772 314.0 0
101-391 1 0.00877192982456 3216 0.274907577742 226.0 1
407-2836 8 0.046511627907 5291 1.80481970996 1161.0 1
4-859 23 0.0958333333333 9460 4.9476765509 1760.0 0
1-2653 0 0.0 322 0 4.0 0
1013-1795 8 0.0512820512821 3003 2.17330950636 353.0 1
723-468 6 0.0276497695853 5292 1.3541728286 1695.0 1
4-2668 1 0.00429184549356 3080 0.15537237988 123.0 0
6-1904 0 0.0 11 0 0.0 0
10-2693 0 0.0 27 0 0.0 0
801-1270 26 0.158536585366 7800 6.04416732801 1932.0 1
197-773 40 0.153846153846 22275 9.04519552101 3626.0 1
181-384 5 0.0226244343891 1533 0.933674612517 780.0 1
1-58 1 0.025 414 0.200383430216 30.0 0
6-2049 0 0.0 8 0 0.0 0
77-367 2 0.0136054421769 1390 0.477321323625 443.0 1
3-596 0 0.0 5 0 1.0 0
8-842 0 0.0 12 0 0.0 0
773-1144 5 0.028901734104 2145 1.16104249185 446.0 1
10-312 0 0.0 102 0 0.0 0
7-2352 0 0.0 12 0 0.0 0
492-810 21 0.140939597315 6201 4.32510013529 1670.0 1
8-2789 0 0.0 7 0 0.0 0
5-1635 0 0.0 169 0 3.0 0
7-149 0 0.0 2 0 0.0 0
210-291 58 0.16384180791 28036 13.4495568667 4955.0 1
967-2090 14 0.0654205607477 5427 3.43686375409 1459.0 1
9-1876 0 0.0 7 0 0.0 0
106-336 13 0.0214521452145 10818 2.66912149292 2355.0 1
5-2264 1 0.00561797752809 1690 0.147200262794 60.0 0
2-567 0 0.0 134 0 3.0 0
83-873 13 0.0616113744076 4444 2.91106004774 971.0 1
4-1241 5 0.0223214285714 1980 0.984634313754 405.0 0
1-1581 0 0.0 713 0 41.0 0
617-2712 9 0.0432692307692 10290 2.21116619096 807.0 1
2-1178 0 0.0 67 0 20.0 0
4-572 3 0.0133928571429 1540 0.719530344634 143.0 0
495-311 21 0.0954545454545 8970 4.11020829114 1784.0 1
940-352 9 0.0555555555556 4004 1.69378055895 1378.0 1
119-363 4 0.00447928331467 4460 0.848642480993 1543.0 1
156-407 28 0.135265700483 13156 5.77241478523 3295.0 1
5-84 0 0.0 507 0 8.0 0
10-2265 0 0.0 2 0 0.0 0
4-2967 6 0.027149321267 1540 1.1068347563 437.0 0
1-1766 0 0.0 23 0 1.0 0
6-1613 0 0.0 19 0 0.0 0
3-1040 0 0.0 2 0 0.0 0
5-2691 0 0.0 3211 0 22.0 0
10-1916 0 0.0 23 0 0.0 0
7-2292 0 0.0 12 0 0.0 0
312-124 39 0.0655462184874 54264 10.6079731315 3036.0 1
8-2081 0 0.0 3 0 0.0 0
5-39 0 0.0 845 0 32.0 0
60-1078 0 0.0 178 0 102.0 1
49-1151 16 0.216216216216 1904 4.79367547714 488.0 1
1017-1506 3 0.0731707317073 459 0.592037136914 186.0 1
9-2320 0 0.0 12 0 0.0 0
159-802 22 0.0986547085202 9456 4.96538412439 1822.0 1
773-2934 8 0.0470588235294 2145 1.60252941871 805.0 1
5-2716 1 0.00526315789474 3718 0.147200262794 58.0 0
83-808 23 0.0565110565111 46056 6.17331772807 3045.0 1
6-1568 0 0.0 1 0 0.0 0
528-1259 27 0.152542372881 10115 5.37297193847 2477.0 1
2-1758 1 0.0147058823529 134 0.221687241324 39.0 0
4-951 16 0.0675105485232 7260 3.44875463798 1294.0 0
812-803 10 0.034965034965 5775 2.03666182681 1617.0 1
59-1255 0 0.0 1490 0 263.0 1
913-2060 2 0.0408163265306 560 0.360828922395 190.0 1
4-2539 1 0.00340136054422 16500 0.147200262794 276.0 0
951-1060 7 0.12962962963 924 1.53756771378 352.0 1
940-1039 16 0.0898876404494 7293 3.51151599457 1658.0 1
723-745 16 0.0730593607306 7644 3.78317005724 1113.0 1
3-1516 0 0.0 1 0 0.0 0
8-194 0 0.0 1 0 0.0 0
7-2744 0 0.0 40 0 0.0 0
104-2090 10 0.0396825396825 6345 1.98877090537 1622.0 1
492-1970 4 0.031746031746 1521 0.792519655563 474.0 1
1008-2997 1 0.0113636363636 174 0.189279091124 102.0 1
351-889 9 0.123287671233 1632 1.86195702276 561.0 1
10-983 0 0.0 9 0 0.0 0
7-1053 0 0.0 21 0 0.0 0
1024-957 18 0.0849056603774 13224 3.71305150621 2641.0 1
9-2988 0 0.0 3 0 0.0 0
106-1512 3 0.00498338870432 2404 0.482891631808 1377.0 1
884-2871 6 0.0759493670886 684 1.17173481875 274.0 1
5-2896 1 0.00568181818182 1352 0.147200262794 32.0 0
124-1300 5 0.00932835820896 4788 0.844214607398 1163.0 1
2-258 0 0.0 134 0 29.0 0
4-121 9 0.0398230088496 3300 1.86182180224 891.0 1
4-436 8 0.0353982300885 3080 1.99623149882 672.0 0
106-2082 9 0.0148760330579 7813 1.78219579356 2139.0 1
908-802 47 0.179389312977 22064 10.6596697954 4407.0 1
415-2246 5 0.04 1824 0.947900619942 768.0 1
1-2926 1 0.0222222222222 529 0.185403977454 42.0 0
6-725 0 0.0 2 0 1.0 0
40-2836 3 0.0526315789474 851 0.911265881829 284.0 1
3-1960 0 0.0 5 0 0.0 0
45-881 41 0.0823293172691 53170 9.94684794804 4353.0 1
568-566 2 0.333333333333 15 1.10517484925 13.0 1
1-459 0 0.0 46 0 4.0 0
220-249 18 0.0909090909091 6335 3.57057601725 1834.0 1
6-2864 0 0.0 1 0 0.0 0
3-261 0 0.0 1 0 0.0 0
8-1465 0 0.0 1 0 0.0 0
6-2775 0 0.0 101 0 1.0 0
7-2017 0 0.0 13 0 1.0 0
9-2664 0 0.0 6 0 0.0 0
3-2814 0 0.0 1 0 1.0 0
5-1300 1 0.00564971751412 1521 0.147200262794 83.0 0
701-727 71 0.268939393939 27406 16.3605969189 5237.0 1
480-453 21 0.0673076923077 12222 4.28443571318 2914.0 1
7-330 0 0.0 2 0 0.0 0
33-2407 2 0.00375234521576 1596 0.332954051241 1040.0 1
9-1029 0 0.0 12 0 0.0 0
915-1065 8 0.0714285714286 2375 1.79740940256 669.0 1
461-803 18 0.0616438356164 9625 3.57072147921 2552.0 1
5-374 0 0.0 169 0 2.0 0
2-1453 0 0.0 67 0 10.0 0
495-4 30 0.127118644068 10120 6.5592276009 2258.0 1
225-480 18 0.0573248407643 11931 3.83695952658 2106.0 1
617-806 33 0.106451612903 28812 6.95643602207 3882.0 1
45-309 0 0.0 818 0 447.0 1
882-652 5 0.0306748466258 1431 0.941341087324 596.0 1
10-2568 0 0.0 3 0 0.0 0
197-906 34 0.142259414226 18630 7.57862459283 3474.0 1
4-2758 2 0.0082304526749 5500 0.40271032683 157.0 0
1-1975 2 0.0246913580247 1380 0.398148191275 98.0 0
6-2428 0 0.0 18 0 0.0 0
3-705 0 0.0 17 0 1.0 0
10-175 0 0.0 18 0 0.0 0
7-2469 0 0.0 13 0 0.0 0
363-1019 7 0.00782122905028 8920 2.21080034873 1408.0 1
294-2235 1 0.00934579439252 515 0.272958420409 248.0 1
8-2320 0 0.0 12 0 0.0 0
5-2024 0 0.0 1859 0 19.0 0
2-2855 0 0.0 134 0 12.0 0
7-782 0 0.0 2 0 0.0 0
9-1729 0 0.0 8 0 0.0 0
72-1943 1 0.00332225913621 897 0.147200262794 528.0 1
5-2125 1 0.00537634408602 3042 0.147200262794 82.0 0
574-566 1 0.0666666666667 55 0.194935622626 25.0 1
4-1356 0 0.0 880 0 113.0 0
890-875 51 0.22972972973 18542 11.0871504307 4038.0 1
1065-1093 8 0.070796460177 2470 1.77236628587 699.0 1
952-266 8 0.0645161290323 1440 1.7674820716 601.0 1
2-1041 0 0.0 67 0 4.0 0
4-2438 0 0.0 1980 0 25.0 0
57-106 3 0.00498338870432 2404 0.60126419492 881.0 1
4-679 0 0.0 660 0 12.0 0
520-1186 5 0.0892857142857 424 0.915946668084 212.0 1
6-349 0 0.0 83 0 5.0 0
7-2739 0 0.0 19 0 0.0 0
707-480 35 0.107033639144 20661 7.46034620925 3674.0 1
963-906 18 0.0942408376963 9798 3.71158936872 2368.0 1
105-406 1 0.0192307692308 282 0.200383430216 118.0 1
10-2124 0 0.0 44 0 0.0 0
4-2074 2 0.00900900900901 880 0.34429027392 190.0 0
531-249 18 0.0918367346939 5973 3.65568992261 1597.0 1
6-1976 0 0.0 5 0 0.0 0
3-1181 0 0.0 2 0 0.0 0
8-305 0 0.0 34 0 0.0 0
10-1763 0 0.0 2 0 0.0 0
7-2921 0 0.0 8 0 0.0 0
363-1968 57 0.0633333333333 57980 12.9455975271 6855.0 1
8-2220 0 0.0 13 0 0.0 0
5-428 0 0.0 338 0 4.0 0
208-808 7 0.0260223048327 10944 1.54037881194 2163.0 1
941-848 26 0.164556962025 6439 5.92472920602 1534.0 1
9-2205 0 0.0 1 0 0.0 0
5-2561 0 0.0 1352 0 36.0 0
3-1241 0 0.0 9 0 0.0 0
83-949 4 0.0197044334975 1010 0.934344221694 340.0 1
1042-480 72 0.190476190476 46269 16.6040797652 6782.0 1
614-890 1 0.0077519379845 381 0.184184258719 184.0 1
2-1621 1 0.0147058823529 134 0.156284310889 46.0 0
78-1272 32 0.148148148148 15087 6.80949111973 3121.0 1
4-251 1 0.00454545454545 220 0.166286558983 52.0 0
10-988 0 0.0 2 0 0.0 0
7-2789 0 0.0 7 0 0.0 0
9-2193 0 0.0 5 0 0.0 0
156-814 10 0.0819672131148 3680 1.81479424917 1131.0 1
1025-1011 10 0.0746268656716 3888 2.22525666287 873.0 1
730-455 88 0.339768339768 30090 20.0885022551 6167.0 1
1064-1531 26 0.222222222222 4650 5.75137283004 1144.0 1
806-1968 20 0.0829875518672 12740 4.09491445022 2734.0 1
511-906 28 0.148936170213 10764 6.05380228835 2651.0 1
347-957 18 0.121621621622 5928 3.72709638412 1701.0 1
6-1028 0 0.0 5 0 0.0 0
3-1625 0 0.0 47 0 2.0 0
931-2925 2 0.0571428571429 300 0.303484573683 156.0 1
10-1319 0 0.0 1 0 0.0 0
875-351 22 0.127906976744 7008 4.51839226488 2034.0 1
17-1 0 0.0 23 0 23.0 1
1-644 1 0.0416666666667 46 0.194935622626 2.0 0
3-1611 0 0.0 3 0 0.0 0
6-2659 0 0.0 30 0 0.0 0
6-2715 0 0.0 30 0 0.0 0
3-50 0 0.0 1 0 1.0 0
8-1768 0 0.0 8 0 0.0 0
773-730 60 0.212765957447 29205 13.4966841103 5136.0 1
1013-197 35 0.144032921811 19305 7.63153011683 3084.0 1
5-608 2 0.00793650793651 14365 0.34731183405 484.0 1
7-1174 0 0.0 1 0 0.0 0
312-523 4 0.037037037037 1020 0.778102849427 428.0 1
863-1707 8 0.0579710144928 5229 1.48573277307 1288.0 1
8-1744 0 0.0 7 0 0.0 0
5-1221 1 0.00584795321637 507 0.147200262794 19.0 0
376-357 5 0.05 1274 0.89268080849 471.0 1
452-730 23 0.107981220657 10443 5.24552664799 1968.0 1
124-1455 20 0.0363636363636 20216 4.47731214763 1784.0 1
2-153 2 0.027397260274 536 0.368216119559 173.0 0
4-1599 0 0.0 220 0 42.0 0
117-210 27 0.0758426966292 18582 6.25078580907 2759.0 1
617-1274 24 0.0944881889764 19257 4.97664377249 2915.0 1
5-2887 0 0.0 169 0 2.0 0
3-1904 0 0.0 11 0 0.0 0
1-2811 1 0.0175438596491 805 0.360673760222 9.0 0
940-710 12 0.0631578947368 8437 2.42968936 1799.0 1
10-2939 0 0.0 1 0 0.0 0
142-1024 19 0.131034482759 5568 3.76322021623 1676.0 1
1-320 0 0.0 69 0 14.0 0
384-328 3 0.0130434782609 3066 0.514144713924 989.0 1
6-2223 0 0.0 22 0 0.0 0
1011-363 31 0.0345596432553 32112 7.39512896084 3721.0 1
291-2926 5 0.0480769230769 1978 0.898619376734 612.0 1
8-1060 0 0.0 28 0 0.0 0
10-414 0 0.0 1 0 0.0 0
7-1626 0 0.0 6 0 0.0 0
3-2923 0 0.0 1 0 0.0 0
8-2655 0 0.0 18 0 0.0 0
1013-1438 0 0.0 429 0 184.0 1
314-104 27 0.0912162162162 20680 5.73600938894 4035.0 1
2-2166 0 0.0 268 0 3.0 0
4-267 30 0.125 11000 6.12081049748 2052.0 0
33-2556 12 0.0225140712946 6916 2.88694248546 1909.0 1
284-832 4 0.0188679245283 3383 0.860199817799 1141.0 1
376-801 9 0.0633802816901 5460 1.95566799125 1147.0 1
392-1030 12 0.144578313253 2016 2.35936675422 718.0 1
883-210 10 0.0301204819277 5216 2.1436883657 1394.0 1
920-328 6 0.0508474576271 1540 1.26275789011 561.0 1
8-1166 0 0.0 5 0 0.0 0
4-1139 5 0.0204918032787 6380 0.997302520996 551.0 0
811-1285 7 0.0343137254902 1624 1.330722068 849.0 1
525-527 2 0.0909090909091 63 0.735847501512 40.0 1
2-1312 2 0.0134228187919 5628 0.344481560705 640.0 0
806-1080 8 0.0379146919431 4508 1.69959744212 1071.0 1
1-2215 0 0.0 138 0 16.0 0
6-140 0 0.0 197 0 1.0 0
6-1374 0 0.0 1 0 0.0 0
45-426 1 0.00243309002433 1227 0.209988130146 450.0 1
391-834 22 0.21359223301 3696 4.40592177518 1380.0 1
10-2495 0 0.0 4 0 0.0 0
10-2000 0 0.0 13 0 0.0 0
4-2889 1 0.00454545454545 220 0.189279091124 42.0 0
1-1804 0 0.0 138 0 6.0 0
220-688 13 0.0764705882353 5180 2.58567055875 1499.0 1
492-2989 5 0.0396825396825 1638 0.898075850008 705.0 1
98-1288 0 0.0 5 0 5.0 1
3-842 0 0.0 12 0 0.0 0
10-2002 0 0.0 3 0 0.0 0
7-2078 0 0.0 1 0 0.0 0
363-884 55 0.0602409638554 67792 13.5415440435 5218.0 1
455-1948 37 0.19170984456 10200 7.71431917278 2785.0 1
312-214 7 0.0555555555556 3162 1.44210249562 644.0 1
8-2459 0 0.0 6 0 0.0 0
773-311 52 0.168831168831 32175 11.2238061317 4323.0 1
367-816 11 0.0723684210526 3336 2.32775973932 1040.0 1
5-1885 0 0.0 1014 0 4.0 0
2-2746 0 0.0 536 0 31.0 0
7-899 0 0.0 1 0 0.0 0
9-1614 0 0.0 3 0 0.0 0
5-2354 0 0.0 1352 0 39.0 0
5-900 0 0.0 338 0 2.0 0
60-803 16 0.0459770114943 24475 4.35516628493 2054.0 1
4-1463 0 0.0 220 0 42.0 0
9-235 0 0.0 5 0 0.0 0
362-1975 2 0.0322580645161 240 0.381254090839 111.0 1
18-363 70 0.0722394220846 131124 22.1664550351 5746.0 1
2-1892 4 0.0506329113924 1072 0.682082344143 240.0 0
366-363 14 0.015625 16056 2.82777608144 3120.0 1
4-810 26 0.105263157895 11660 5.42398627267 2239.0 0
7-2898 0 0.0 4 0 0.0 0
774-1842 0 0.0 28 0 15.0 1
755-2076 3 0.0352941176471 492 0.525940944764 266.0 1
617-495 17 0.0965909090909 6762 3.32351816224 1542.0 1
730-22 46 0.190871369295 19470 11.000858391 3467.0 1
4-2189 1 0.00448430493274 880 0.303413075542 24.0 0
1-1480 0 0.0 92 0 9.0 0
866-470 56 0.213740458015 23837 12.468704735 4737.0 1
6-1847 0 0.0 10 0 0.0 0
3-1286 0 0.0 1 0 0.0 0
8-444 0 0.0 3 0 0.0 0
210-883 10 0.0301204819277 5216 2.1436883657 1394.0 1
10-1558 0 0.0 9 0 0.0 0
967-180 10 0.046511627907 4824 1.862056014 1480.0 1
384-1115 3 0.0135746606335 1095 0.812766002028 332.0 1
455-480 68 0.173027989822 49470 14.9869449967 7078.0 1
8-2007 0 0.0 3 0 0.0 0
8-1294 0 0.0 1 0 0.0 0
1070-883 9 0.0428571428571 3248 1.94067002068 971.0 1
5-273 0 0.0 1521 0 45.0 0
7-1351 0 0.0 1 0 0.0 0
210-1105 20 0.0595238095238 9780 4.50027812449 2015.0 1
104-468 11 0.0438247011952 6345 2.2512328411 1794.0 1
3-2140 0 0.0 1 0 0.0 0
242-1662 4 0.0588235294118 1271 0.716321091535 234.0 1
124-1662 26 0.048417132216 16492 11.2681805307 1369.0 1
124-1465 0 0.0 532 0 532.0 1
4-366 10 0.0438596491228 3960 1.79155412329 915.0 0
517-942 8 0.0331950207469 2390 1.54448850389 1023.0 1
617-1835 23 0.141975308642 5586 7.06380744897 823.0 1
470-1277 2 0.0100502512563 788 0.347042535045 433.0 1
880-83 0 0.0 202 0 202.0 1
1-2996 0 0.0 138 0 12.0 0
6-1395 0 0.0 3 0 0.0 0
188-114 7 0.0608695652174 1785 1.29879538724 676.0 1
538-1877 0 0.0 108 0 31.0 1
140-2945 0 0.0 197 0 197.0 1
10-1194 0 0.0 1 0 0.0 0
28-2231 3 0.0204081632653 1136 0.728194270742 213.0 1
1-529 0 0.0 46 0 3.0 0
3-191 0 0.0 1 0 0.0 0
386-45 20 0.0453514739229 21268 4.49205723652 2638.0 1
519-1119 35 0.166666666667 12456 7.25303429179 3039.0 1
1-2763 0 0.0 46 0 1.0 0
7-1803 0 0.0 8 0 0.0 0
363-1625 42 0.0468227424749 41924 9.40199370806 5659.0 1
9-2758 0 0.0 25 0 0.0 0
487-407 12 0.0718562874251 5148 2.72064764404 1388.0 1
517-1182 8 0.0301886792453 8126 1.72351763133 1180.0 1
7-1279 0 0.0 2 0 0.0 0
5-1098 0 0.0 169 0 1.0 0
5-880 0 0.0 169 0 1.0 0
150-45 3 0.00722891566265 3681 0.52512426871 970.0 1
33-2765 17 0.0318352059925 10108 3.67731455163 2640.0 1
376-496 9 0.0849056603774 2184 2.00259881956 610.0 1
72-2101 3 0.00983606557377 2691 1.84116996042 536.0 1
929-1153 10 0.0671140939597 4988 2.09616939272 751.0 1
2-1004 0 0.0 134 0 4.0 0
311-26 9 0.0436893203883 3900 2.61807644477 590.0 1
4-1698 0 0.0 220 0 42.0 0
3-2618 0 0.0 15 0 0.0 0
525-448 3 0.0379746835443 1281 0.487668832402 370.0 1
269-514 27 0.143617021277 10366 6.1759774512 2341.0 1
435-806 16 0.0717488789238 8428 3.16653129227 2289.0 1
202-743 8 0.0714285714286 1575 1.37177913191 639.0 1
1-2672 0 0.0 138 0 7.0 0
6-959 0 0.0 2 0 0.0 0
19-2811 0 0.0 560 0 79.0 1
45-91 61 0.119842829077 65849 15.648745759 4978.0 1
269-1191 18 0.0837209302326 11680 3.81823154528 2450.0 1
4-2680 0 0.0 1540 0 17.0 0
1-221 0 0.0 138 0 17.0 0
384-195 24 0.0851063829787 19053 5.06628857245 3014.0 1
6-2074 0 0.0 4 0 0.0 0
3-635 0 0.0 21 0 1.0 0
8-1199 0 0.0 1 0 0.0 0
8-1442 0 0.0 1 0 0.0 0
561-5 0 0.0 169 0 169.0 1
10-261 0 0.0 1 0 0.0 0
7-1743 0 0.0 1 0 0.0 0
363-1189 26 0.0290827740492 24976 5.56193804326 4071.0 1
492-967 34 0.119718309859 23517 7.62497472034 3665.0 1
8-2762 0 0.0 31 0 0.0 0
5-1550 0 0.0 1859 0 45.0 0
7-176 0 0.0 1 0 0.0 0
376-940 21 0.0985915492958 13013 4.98195262352 2118.0 1
5-2275 0 0.0 507 0 21.0 0
2-592 0 0.0 134 0 3.0 0
4-1254 0 0.0 220 0 37.0 0
249-1087 10 0.0512820512821 4344 2.09163432307 1188.0 1
2-2338 1 0.0133333333333 603 0.147200262794 89.0 0
2-1207 1 0.0133333333333 603 0.254334778144 93.0 0
4-601 2 0.00869565217391 2640 0.332547843374 292.0 0
811-859 31 0.144186046512 8729 6.57746517256 2421.0 1
1-2108 0 0.0 368 0 44.0 0
7-267 0 0.0 50 0 0.0 0
6-507 0 0.0 5 0 0.0 0
929-2976 4 0.0296296296296 2668 0.787372183801 874.0 1
10-2338 0 0.0 9 0 0.0 0
1064-1625 16 0.129032258065 4371 3.20881502476 1070.0 1
801-1557 2 0.0215053763441 2100 0.546552414516 564.0 1
716-724 2 0.333333333333 15 0.599356912313 14.0 1
1-1689 0 0.0 230 0 14.0 0
6-1638 0 0.0 6 0 0.0 0
3-1079 0 0.0 46 0 0.0 0
8-1132 0 0.0 7 0 0.0 0
730-2236 6 0.0327868852459 2124 1.23531139474 667.0 1
10-1881 0 0.0 8 0 0.0 0
727-52 44 0.208530805687 11966 9.15710989445 3092.0 1
7-2195 0 0.0 15 0 1.0 0
517-790 27 0.104651162791 10994 5.79084307844 2507.0 1
8-2054 0 0.0 2 0 0.0 0
5-194 0 0.0 169 0 2.0 0
701-1957 2 0.013986013986 426 0.375808375157 250.0 1
60-1043 2 0.0222222222222 267 0.343582662701 156.0 1
7-628 0 0.0 1 0 1.0 0
154-822 5 0.0438596491228 3510 0.899248778053 1080.0 1
1-2567 0 0.0 230 0 4.0 0
553-1270 8 0.0575539568345 2210 1.57957530302 695.0 1
9-912 0 0.0 6 0 0.0 0
392-104 25 0.0915750915751 14805 5.27184226108 3123.0 1
468-723 6 0.0276497695853 5292 1.3541728286 1695.0 1
1-342 0 0.0 23 0 3.0 0
76-1788 1 0.00675675675676 720 0.189645379047 224.0 1
2-1787 0 0.0 536 0 11.0 0
957-2117 2 0.0152671755725 2166 0.384194734631 593.0 1
220-94 10 0.0925925925926 2905 1.93401664311 824.0 1
4-925 0 0.0 220 0 45.0 0
59-1242 0 0.0 149 0 149.0 1
7-445 0 0.0 7 0 0.0 0
6-2800 0 0.0 12 0 0.0 0
6-2205 0 0.0 1 0 0.0 0
875-1948 23 0.125683060109 8760 4.5661695241 2320.0 1
6-98 0 0.0 5 0 1.0 0
248-106 23 0.0378289473684 18030 5.31237972338 3059.0 1
1-1349 0 0.0 207 0 4.0 0
6-1186 0 0.0 53 0 0.0 0
3-1523 0 0.0 13 0 0.0 0
847-1042 11 0.0658682634731 3021 2.19645007049 1192.0 1
338-722 7 0.10447761194 1288 1.31280016412 530.0 1
10-1437 0 0.0 3 0 0.0 0
822-1024 20 0.124223602484 7540 4.15391976519 2165.0 1
363-301 4 0.00447427293065 5352 0.888900635211 1265.0 1
1-802 1 0.00456621004566 4531 0.212744213821 243.0 0
114-2925 11 0.0924369747899 2625 2.19433077199 821.0 1
455-341 62 0.155778894472 49300 14.0161988426 6764.0 1
8-1602 0 0.0 41 0 0.0 0
5-646 3 0.0172413793103 1352 0.691220427163 264.0 1
448-45 17 0.037527593819 24949 4.37212945217 1797.0 1
9-2999 0 0.0 7 0 0.0 0
3-2249 0 0.0 8 0 0.0 0
386-2243 13 0.132653061224 3068 2.68551086203 1002.0 1
5-2939 0 0.0 169 0 2.0 0
249-183 7 0.0382513661202 1629 1.298093999 722.0 1
212-45 2 0.00486618004866 1636 0.323570809828 756.0 1
5-1607 0 0.0 338 0 7.0 0
6-922 0 0.0 33 0 0.0 0
7-1375 0 0.0 11 0 0.0 0
2-319 6 0.0869565217391 536 1.29736556899 153.0 0
78-1490 51 0.1875 25662 11.3685897237 4564.0 1
4-465 8 0.036036036036 2200 1.5246562924 510.0 0
832-242 6 0.025641025641 8159 1.32211389265 1029.0 1
106-2255 38 0.0610932475884 35459 8.46372423323 4656.0 1
6-2123 0 0.0 32 0 0.0 0
675-540 2 0.0833333333333 153 0.384581001673 58.0 1
274-1183 1 0.00729927007299 1040 0.178038232752 514.0 1
1-2817 0 0.0 23 0 1.0 0
760-404 10 0.0383141762452 3354 2.1531606867 907.0 1
723-776 34 0.149779735683 12740 7.84317280596 2543.0 1
3-1871 0 0.0 10 0 0.0 0
156-1183 20 0.0990099009901 11960 3.90889451648 2890.0 1
140-2868 2 0.00961538461538 2561 0.398562333028 419.0 1
1-494 0 0.0 299 0 31.0 0
6-2901 0 0.0 68 0 1.0 0
