pair common_neigh jaccard pref_attach adamic sp_3 class
3-354 0 0.0 16 0 0.0 0
3-356 0 0.0 1 0 0.0 0
3-358 0 0.0 3 0 0.0 0
3-359 0 0.0 1 0 0.0 0
3-360 0 0.0 1 0 0.0 0
3-361 0 0.0 10 0 0.0 0
3-364 0 0.0 1 0 0.0 0
3-366 0 0.0 18 0 0.0 0
3-368 0 0.0 4 0 0.0 0
3-369 0 0.0 3 0 0.0 0
3-370 0 0.0 2 0 0.0 0
3-371 0 0.0 5 0 0.0 0
3-372 0 0.0 1 0 0.0 0
3-373 0 0.0 1 0 0.0 0
3-374 0 0.0 1 0 0.0 0
3-375 0 0.0 1 0 0.0 0
3-377 0 0.0 39 0 0.0 0
3-378 0 0.0 19 0 0.0 0
3-379 0 0.0 2 0 0.0 0
3-380 0 0.0 2 0 0.0 0
3-381 0 0.0 1 0 0.0 0
3-382 0 0.0 2 0 0.0 0
3-383 0 0.0 10 0 0.0 0
3-385 0 0.0 27 0 0.0 0
3-387 0 0.0 3 0 0.0 0
3-389 0 0.0 5 0 0.0 0
3-390 0 0.0 17 0 0.0 0
3-392 0 0.0 63 0 0.0 0
3-393 0 0.0 2 0 0.0 0
3-394 0 0.0 12 0 0.0 0
3-395 0 0.0 10 0 0.0 0
3-396 0 0.0 2 0 0.0 0
3-397 0 0.0 21 0 0.0 0
3-398 0 0.0 1 0 0.0 0
3-399 0 0.0 4 0 0.0 0
3-400 0 0.0 17 0 0.0 0
3-401 0 0.0 1 0 0.0 0
3-403 0 0.0 19 0 0.0 0
3-405 0 0.0 7 0 0.0 0
3-408 0 0.0 7 0 0.0 0
3-409 0 0.0 43 0 0.0 0
3-410 0 0.0 2 0 0.0 0
3-411 0 0.0 9 0 0.0 0
3-413 0 0.0 11 0 0.0 0
3-414 0 0.0 1 0 0.0 0
3-415 0 0.0 16 0 0.0 0
3-416 0 0.0 2 0 0.0 0
3-417 0 0.0 1 0 0.0 0
3-418 0 0.0 3 0 0.0 0
3-419 0 0.0 4 0 0.0 0
3-421 0 0.0 7 0 0.0 0
3-422 0 0.0 10 0 0.0 0
3-424 0 0.0 1 0 0.0 0
3-425 0 0.0 11 0 0.0 0
3-426 0 0.0 3 0 0.0 0
3-427 0 0.0 1 0 0.0 0
3-428 0 0.0 2 0 0.0 0
3-429 0 0.0 21 0 0.0 0
3-430 0 0.0 62 0 0.0 0
3-431 0 0.0 17 0 0.0 0
3-433 0 0.0 1 0 0.0 0
3-434 0 0.0 8 0 0.0 0
3-435 0 0.0 43 0 0.0 0
3-436 0 0.0 14 0 0.0 0
3-437 0 0.0 2 0 0.0 0
3-438 0 0.0 16 0 0.0 0
3-439 0 0.0 1 0 0.0 0
3-440 0 0.0 1 0 0.0 0
3-441 0 0.0 1 0 0.0 0
3-443 0 0.0 1 0 0.0 0
3-444 0 0.0 3 0 0.0 0
3-445 0 0.0 7 0 0.0 0
3-447 0 0.0 4 0 0.0 0
3-449 0 0.0 6 0 0.0 0
3-450 0 0.0 5 0 0.0 0
3-451 0 0.0 1 0 0.0 0
3-454 0 0.0 9 0 0.0 0
3-456 0 0.0 4 0 0.0 0
3-457 0 0.0 5 0 0.0 0
3-458 0 0.0 5 0 0.0 0
3-459 0 0.0 2 0 0.0 0
3-460 0 0.0 1 0 0.0 0
3-461 0 0.0 35 0 0.0 0
3-463 0 0.0 1 0 0.0 0
3-464 0 0.0 4 0 0.0 0
3-465 0 0.0 10 0 0.0 0
3-466 0 0.0 38 0 0.0 0
3-467 0 0.0 11 0 0.0 0
3-469 0 0.0 11 0 0.0 0
3-471 0 0.0 3 0 0.0 0
3-472 0 0.0 2 0 0.0 0
3-473 0 0.0 7 0 0.0 0
3-474 0 0.0 3 0 0.0 0
3-475 0 0.0 3 0 0.0 0
3-476 0 0.0 1 0 0.0 0
3-477 0 0.0 7 0 0.0 0
3-478 0 0.0 23 0 0.0 0
3-479 0 0.0 16 0 0.0 0
3-482 0 0.0 33 0 0.0 0
3-483 0 0.0 2 0 0.0 0
3-484 0 0.0 3 0 0.0 0
3-485 0 0.0 3 0 0.0 0
3-486 0 0.0 1 0 0.0 0
3-488 0 0.0 22 0 0.0 0
3-489 0 0.0 18 0 0.0 0
3-490 0 0.0 11 0 0.0 0
3-491 0 0.0 1 0 0.0 0
3-493 0 0.0 6 0 0.0 0
3-494 0 0.0 13 0 0.0 0
3-497 0 0.0 4 0 0.0 0
3-498 0 0.0 3 0 0.0 0
3-499 0 0.0 1 0 0.0 0
3-500 0 0.0 6 0 0.0 0
3-501 0 0.0 1 0 0.0 0
3-502 0 0.0 5 0 0.0 0
3-503 0 0.0 1 0 0.0 0
3-504 0 0.0 2 0 0.0 0
3-505 0 0.0 2 0 0.0 0
3-506 0 0.0 3 0 0.0 0
3-507 0 0.0 5 0 0.0 0
3-508 0 0.0 1 0 0.0 0
3-509 0 0.0 5 0 0.0 0
3-510 0 0.0 1 0 0.0 0
3-513 0 0.0 1 0 0.0 0
3-515 0 0.0 27 0 0.0 0
3-516 0 0.0 2 0 0.0 0
3-520 0 0.0 8 0 0.0 0
3-521 0 0.0 12 0 0.0 0
3-522 0 0.0 1 0 0.0 0
3-523 0 0.0 10 0 0.0 0
3-524 0 0.0 1 0 0.0 0
3-525 0 0.0 21 0 0.0 0
3-526 0 0.0 2 0 0.0 0
3-527 0 0.0 3 0 0.0 0
3-528 0 0.0 85 0 0.0 0
3-529 0 0.0 2 0 0.0 0
3-531 0 0.0 33 0 0.0 0
3-532 0 0.0 7 0 0.0 0
3-533 0 0.0 13 0 0.0 0
3-735 0 0.0 1 0 0.0 0
3-736 0 0.0 1 0 0.0 0
3-737 0 0.0 1 0 0.0 0
3-738 0 0.0 1 0 0.0 0
3-739 0 0.0 3 0 0.0 0
3-740 0 0.0 4 0 0.0 0
3-742 0 0.0 2 0 0.0 0
3-744 0 0.0 3 0 0.0 0
3-746 0 0.0 1 0 0.0 0
3-748 0 0.0 1 0 0.0 0
3-749 0 0.0 3 0 0.0 0
3-750 0 0.0 2 0 0.0 0
3-751 0 0.0 1 0 0.0 0
3-752 0 0.0 1 0 0.0 0
3-753 0 0.0 1 0 0.0 0
3-754 0 0.0 1 0 0.0 0
3-755 0 0.0 6 0 0.0 0
3-756 0 0.0 2 0 0.0 0
3-757 0 0.0 1 0 0.0 0
3-758 0 0.0 4 0 0.0 0
3-759 0 0.0 2 0 0.0 0
3-761 0 0.0 1 0 0.0 0
3-763 0 0.0 1 0 0.0 0
3-764 0 0.0 1 0 0.0 0
3-765 0 0.0 2 0 0.0 0
3-766 0 0.0 1 0 0.0 0
3-767 0 0.0 1 0 0.0 0
3-768 0 0.0 8 0 0.0 0
3-769 0 0.0 1 0 0.0 0
3-770 0 0.0 1 0 0.0 0
3-771 0 0.0 5 0 0.0 0
3-772 0 0.0 3 0 0.0 0
3-774 0 0.0 2 0 0.0 0
3-775 0 0.0 1 0 0.0 0
3-777 0 0.0 1 0 0.0 0
3-778 0 0.0 1 0 0.0 0
3-779 0 0.0 1 0 0.0 0
3-780 0 0.0 1 0 0.0 0
3-781 0 0.0 1 0 0.0 0
3-782 0 0.0 2 0 0.0 0
3-783 0 0.0 4 0 0.0 0
3-784 0 0.0 1 0 0.0 0
3-785 0 0.0 1 0 0.0 0
3-786 0 0.0 1 0 0.0 0
3-787 0 0.0 1 0 0.0 0
3-788 0 0.0 17 0 0.0 0
3-789 0 0.0 1 0 0.0 0
3-791 0 0.0 1 0 0.0 0
3-792 0 0.0 10 0 0.0 0
3-793 0 0.0 11 0 0.0 0
3-795 0 0.0 5 0 0.0 0
3-796 0 0.0 59 0 0.0 0
3-798 0 0.0 13 0 0.0 0
3-799 0 0.0 1 0 0.0 0
3-800 0 0.0 9 0 0.0 0
3-804 0 0.0 92 0 0.0 0
3-805 0 0.0 9 0 0.0 0
3-807 0 0.0 1 0 0.0 0
3-809 0 0.0 2 0 0.0 0
3-810 0 0.0 53 0 0.0 0
3-813 0 0.0 44 0 0.0 0
3-814 0 0.0 40 0 0.0 0
3-815 0 0.0 5 0 0.0 0
3-816 0 0.0 24 0 0.0 0
3-817 0 0.0 2 0 0.0 0
3-818 0 0.0 1 0 0.0 0
3-819 0 0.0 1 0 0.0 0
3-821 0 0.0 1 0 0.0 0
3-824 0 0.0 10 0 0.0 0
3-825 0 0.0 1 0 0.0 0
3-827 0 0.0 13 0 0.0 0
3-828 0 0.0 18 0 0.0 0
3-829 0 0.0 9 0 0.0 0
3-830 0 0.0 28 0 0.0 0
3-831 0 0.0 1 0 0.0 0
3-833 0 0.0 1 0 0.0 0
3-835 0 0.0 2 0 0.0 0
3-836 0 0.0 8 0 0.0 0
3-837 0 0.0 7 0 0.0 0
3-838 0 0.0 1 0 0.0 0
3-841 0 0.0 9 0 0.0 0
3-842 0 0.0 12 0 0.0 0
3-846 0 0.0 13 0 0.0 0
3-852 0 0.0 2 0 0.0 0
3-853 0 0.0 9 0 0.0 0
3-854 0 0.0 1 0 0.0 0
3-855 0 0.0 1 0 0.0 0
3-856 0 0.0 1 0 0.0 0
3-857 0 0.0 1 0 0.0 0
3-859 0 0.0 43 0 0.0 0
3-860 0 0.0 2 0 0.0 0
3-861 0 0.0 2 0 0.0 0
3-862 0 0.0 8 0 0.0 0
3-864 0 0.0 4 0 0.0 0
3-865 0 0.0 1 0 0.0 0
3-869 0 0.0 1 0 0.0 0
3-870 0 0.0 1 0 0.0 0
3-871 0 0.0 1 0 0.0 0
3-872 0 0.0 5 0 0.0 0
3-874 0 0.0 13 0 0.0 0
3-876 0 0.0 1 0 0.0 0
3-877 0 0.0 3 0 0.0 0
3-878 0 0.0 1 0 0.0 0
3-880 0 0.0 1 0 0.0 0
3-883 0 0.0 16 0 0.0 0
3-885 0 0.0 20 0 0.0 0
3-889 0 0.0 34 0 0.0 0
3-892 0 0.0 1 0 0.0 0
3-893 0 0.0 7 0 0.0 0
3-894 0 0.0 5 0 0.0 0
3-895 0 0.0 1 0 0.0 0
3-896 0 0.0 7 0 0.0 0
3-897 0 0.0 6 0 0.0 0
3-898 0 0.0 1 0 0.0 0
3-899 0 0.0 1 0 0.0 0
3-900 0 0.0 2 0 0.0 0
3-904 0 0.0 1 0 0.0 0
3-906 0 0.0 138 0 0.0 0
3-907 0 0.0 12 0 0.0 0
3-909 0 0.0 10 0 0.0 0
3-910 0 0.0 11 0 0.0 0
3-911 0 0.0 4 0 0.0 0
3-912 0 0.0 6 0 0.0 0
3-914 0 0.0 1 0 0.0 0
3-915 0 0.0 25 0 0.0 0
3-916 0 0.0 1 0 0.0 0
3-917 0 0.0 17 0 0.0 0
3-918 0 0.0 12 0 0.0 0
3-919 0 0.0 42 0 0.0 0
3-920 0 0.0 110 0 0.0 0
3-921 0 0.0 1 0 0.0 0
3-922 0 0.0 33 0 0.0 0
3-923 0 0.0 1 0 0.0 0
3-924 0 0.0 9 0 0.0 0
3-925 0 0.0 1 0 0.0 0
3-926 0 0.0 3 0 0.0 0
3-928 0 0.0 35 0 0.0 0
3-930 0 0.0 21 0 0.0 0
3-931 0 0.0 12 0 0.0 0
3-932 0 0.0 36 0 0.0 0
3-933 0 0.0 26 0 0.0 0
3-934 0 0.0 5 0 0.0 0
3-935 0 0.0 18 0 0.0 0
3-936 0 0.0 16 0 0.0 0
3-937 0 0.0 2 0 0.0 0
3-938 0 0.0 1 0 0.0 0
3-939 0 0.0 9 0 0.0 0
3-942 0 0.0 10 0 0.0 0
3-944 0 0.0 18 0 0.0 0
3-945 0 0.0 1 0 0.0 0
3-947 0 0.0 2 0 0.0 0
3-950 0 0.0 2 0 0.0 0
3-951 0 0.0 33 0 0.0 0
3-953 0 0.0 1 0 0.0 0
3-954 0 0.0 2 0 0.0 0
3-955 0 0.0 6 0 0.0 0
3-956 0 0.0 1 0 0.0 0
3-957 0 0.0 114 0 0.0 0
3-959 0 0.0 2 0 0.0 0
3-960 0 0.0 2 0 0.0 0
3-961 0 0.0 5 0 0.0 0
3-964 0 0.0 3 0 0.0 0
3-965 0 0.0 3 0 0.0 0
3-966 0 0.0 1 0 0.0 0
3-968 0 0.0 1 0 0.0 0
3-970 0 0.0 3 0 0.0 0
3-971 0 0.0 1 0 0.0 0
3-972 0 0.0 1 0 0.0 0
3-973 0 0.0 1 0 0.0 0
3-974 0 0.0 1 0 0.0 0
3-975 0 0.0 3 0 0.0 0
3-976 0 0.0 1 0 0.0 0
3-977 0 0.0 1 0 0.0 0
3-978 0 0.0 2 0 0.0 0
3-979 0 0.0 2 0 0.0 0
3-980 0 0.0 1 0 0.0 0
3-981 0 0.0 1 0 0.0 0
3-982 0 0.0 2 0 0.0 0
3-983 0 0.0 9 0 0.0 0
3-984 0 0.0 1 0 0.0 0
3-985 0 0.0 1 0 0.0 0
3-986 0 0.0 7 0 0.0 0
3-987 0 0.0 3 0 0.0 0
3-988 0 0.0 2 0 0.0 0
3-989 0 0.0 2 0 0.0 0
3-990 0 0.0 14 0 0.0 0
3-991 0 0.0 1 0 0.0 0
3-992 0 0.0 1 0 0.0 0
3-994 0 0.0 2 0 0.0 0
3-995 0 0.0 4 0 0.0 0
3-996 0 0.0 1 0 0.0 0
3-997 0 0.0 1 0 0.0 0
3-1000 0 0.0 3 0 0.0 0
3-1001 0 0.0 1 0 0.0 0
3-1002 0 0.0 4 0 0.0 0
3-1003 0 0.0 2 0 0.0 0
3-1004 0 0.0 2 0 0.0 0
3-1005 0 0.0 1 0 0.0 0
3-1006 0 0.0 1 0 0.0 0
3-1007 0 0.0 8 0 0.0 0
3-1008 0 0.0 87 0 0.0 0
3-1010 0 0.0 2 0 0.0 0
3-1011 0 0.0 36 0 0.0 0
3-1012 0 0.0 30 0 0.0 0
3-1014 0 0.0 1 0 0.0 0
3-1015 0 0.0 53 0 0.0 0
3-1016 0 0.0 9 0 0.0 0
3-1017 0 0.0 27 0 0.0 0
3-1018 0 0.0 3 0 0.0 0
3-1019 0 0.0 10 0 0.0 0
3-1020 0 0.0 1 0 0.0 0
3-1021 0 0.0 36 0 0.0 0
3-1022 0 0.0 1 0 0.0 0
3-1023 0 0.0 1 0 0.0 0
3-1024 0 0.0 116 0 0.0 0
3-1026 0 0.0 1 0 0.0 0
3-1028 0 0.0 5 0 0.0 0
3-1029 0 0.0 12 0 0.0 0
3-1031 0 0.0 1 0 0.0 0
3-1032 0 0.0 1 0 0.0 0
3-1033 0 0.0 15 0 0.0 0
3-1034 0 0.0 21 0 0.0 0
3-1035 0 0.0 7 0 0.0 0
3-1036 0 0.0 9 0 0.0 0
3-1037 0 0.0 96 0 0.0 0
3-1038 0 0.0 5 0 0.0 0
3-1040 0 0.0 2 0 0.0 0
3-1041 0 0.0 1 0 0.0 0
3-1043 0 0.0 3 0 0.0 0
3-1044 0 0.0 9 0 0.0 0
3-1045 0 0.0 2 0 0.0 0
3-1046 0 0.0 7 0 0.0 0
3-1047 0 0.0 20 0 0.0 0
3-1048 0 0.0 14 0 0.0 0
3-1049 0 0.0 28 0 0.0 0
3-1051 0 0.0 11 0 0.0 0
3-1052 0 0.0 9 0 0.0 0
3-1053 0 0.0 21 0 0.0 0
3-1054 0 0.0 1 0 0.0 0
3-1055 0 0.0 10 0 0.0 0
3-1056 0 0.0 1 0 0.0 0
3-1057 0 0.0 5 0 0.0 0
3-1058 0 0.0 2 0 0.0 0
3-1059 0 0.0 1 0 0.0 0
3-1060 0 0.0 28 0 0.0 0
3-1061 0 0.0 2 0 0.0 0
3-1062 0 0.0 2 0 0.0 0
3-1063 0 0.0 1 0 0.0 0
3-1064 0 0.0 93 0 0.0 0
3-1066 0 0.0 12 0 0.0 0
3-1067 0 0.0 4 0 0.0 0
3-1068 0 0.0 6 0 0.0 0
3-1069 0 0.0 11 0 0.0 0
3-1071 0 0.0 24 0 0.0 0
3-1074 0 0.0 4 0 0.0 0
3-1075 0 0.0 18 0 0.0 0
3-1076 0 0.0 1 0 0.0 0
3-1077 0 0.0 4 0 0.0 0
3-1078 0 0.0 2 0 0.0 0
3-1079 0 0.0 46 0 0.0 0
3-1080 0 0.0 23 0 0.0 0
3-1081 0 0.0 4 0 0.0 0
3-1082 0 0.0 1 0 0.0 0
3-1083 0 0.0 7 0 0.0 0
3-1084 0 0.0 20 0 0.0 0
3-1086 0 0.0 7 0 0.0 0
3-1088 0 0.0 35 0 0.0 0
3-1089 0 0.0 98 0 0.0 0
3-1090 0 0.0 2 0 0.0 0
3-1092 0 0.0 9 0 0.0 0
3-1094 0 0.0 1 0 0.0 0
3-1095 0 0.0 2 0 0.0 0
3-1096 0 0.0 3 0 0.0 0
3-1097 0 0.0 1 0 0.0 0
3-1098 0 0.0 1 0 0.0 0
3-1099 0 0.0 2 0 0.0 0
3-1100 0 0.0 24 0 0.0 0
3-1101 0 0.0 5 0 0.0 0
3-1103 0 0.0 2 0 0.0 0
3-1104 0 0.0 3 0 0.0 0
3-1106 0 0.0 2 0 0.0 0
3-1107 0 0.0 2 0 0.0 0
3-1109 0 0.0 1 0 0.0 0
3-1110 0 0.0 1 0 0.0 0
3-1111 0 0.0 9 0 0.0 0
3-1112 0 0.0 2 0 0.0 0
3-1114 0 0.0 2 0 0.0 0
3-1115 0 0.0 5 0 0.0 0
3-1116 0 0.0 1 0 0.0 0
3-1117 0 0.0 1 0 0.0 0
3-1118 0 0.0 6 0 0.0 0
3-1120 0 0.0 1 0 0.0 0
3-1121 0 0.0 1 0 0.0 0
3-1122 0 0.0 7 0 0.0 0
3-1123 0 0.0 1 0 0.0 0
3-1124 0 0.0 2 0 0.0 0
3-1126 0 0.0 2 0 0.0 0
3-1127 0 0.0 1 0 0.0 0
3-1128 0 0.0 14 0 0.0 0
3-1129 0 0.0 6 0 0.0 0
3-1130 0 0.0 3 0 0.0 0
3-1132 0 0.0 7 0 0.0 0
3-1133 0 0.0 6 0 0.0 0
3-1134 0 0.0 22 0 0.0 0
3-1135 0 0.0 6 0 0.0 0
3-1136 0 0.0 21 0 0.0 0
3-1137 0 0.0 9 0 0.0 0
3-1138 0 0.0 8 0 0.0 0
3-1139 0 0.0 29 0 0.0 0
3-1140 0 0.0 8 0 0.0 0
3-1141 0 0.0 20 0 0.0 0
3-1142 0 0.0 23 0 0.0 0
3-1143 0 0.0 10 0 0.0 0
3-1145 0 0.0 13 0 0.0 0
3-1146 0 0.0 3 0 0.0 0
3-1147 0 0.0 8 0 0.0 0
3-1148 0 0.0 25 0 0.0 0
3-1149 0 0.0 15 0 0.0 0
3-1150 0 0.0 49 0 0.0 0
3-1151 0 0.0 34 0 0.0 0
3-1152 0 0.0 8 0 0.0 0
3-1153 0 0.0 43 0 0.0 0
3-1154 0 0.0 6 0 0.0 0
3-1156 0 0.0 5 0 0.0 0
3-1158 0 0.0 1 0 0.0 0
3-1159 0 0.0 4 0 0.0 0
3-1160 0 0.0 30 0 0.0 0
3-1161 0 0.0 32 0 0.0 0
3-1162 0 0.0 7 0 0.0 0
3-1163 0 0.0 1 0 0.0 0
3-1164 0 0.0 25 0 0.0 0
3-1165 0 0.0 9 0 0.0 0
3-1166 0 0.0 5 0 0.0 0
3-1167 0 0.0 1 0 0.0 0
3-1168 0 0.0 40 0 0.0 0
3-1169 0 0.0 59 0 0.0 0
3-1170 0 0.0 8 0 0.0 0
3-1171 0 0.0 1 0 0.0 0
3-1172 0 0.0 39 0 0.0 0
3-1173 0 0.0 3 0 0.0 0
3-1174 0 0.0 1 0 0.0 0
3-1175 0 0.0 1 0 0.0 0
3-1176 0 0.0 6 0 0.0 0
3-1178 0 0.0 1 0 0.0 0
3-1179 0 0.0 4 0 0.0 0
3-1181 0 0.0 2 0 0.0 0
3-1184 0 0.0 1 0 0.0 0
3-1185 0 0.0 1 0 0.0 0
3-1186 0 0.0 53 0 0.0 0
